,phi0,yep_or_nop,mphi_phi0,A6_phi0,lambda6_phi0,mphi_2,A6_2,lambda6_2,mphi_gut,A6_gut,lambda6_gut,dv,phi*,alpha
0,170000000000000.0625,nop: mphi_GUT_Im,273.00876292590883860173179083504,1156.1386155125327097086457370537,1.4620431139714237899194419902699,608.737032616583245890164256004512138034843750544759249586592506170060498544748764853354798101995916298182512757795309896864058416501276265328170841343,273.918168512136762598753547033131380350333353454924860494918309585713579662648694033048463577264866260084561157002007807842555135821666216020353381268,2.6148246876930712363455762155089995762987100334765361422106134916716671109874039805530667214702112263026662573742699255331755377004718049738473271656,(0.0 + 62.7341202611442759227138448119498990738534196383004223760829894108650428682199643932131404964627296389828666776447046812433888622505842195137593149122j),1376.94087834323605705672856347478109630606644364783192599463501812467846798587446864230223790177809020226171323436398490669687369143689616454466418615,1.26443369265687391428148086303165824921217612514112502677829100449274183228933279520014054964794984339864196970152221285336865681196721608812588835036,0.002023383165198627817512347775743,169999999999871.84814254373260678,3.9999999999999999999993559092267
1,176224501537023.1875,yep!,290.6806667310994443542019608635,1239.0362605410708766767623843598,1.3513470340989263061050727571548,617.286339437136136686129476723920535334839924547327223118550829730889924186521990111620622301797439577977367551606666605308621467702834333643457586498,355.340352523264333924530191572717775276257288955035347652429016051050687641384871476262006316336033243755554054702880236023475021640349288110318028373,2.41918451761055427534498004575519635304357713118423632239516959833455896669532270455249151442270647838065560256769843613863203544286922726727012473151,80.9078496310240889569776240713837692082416721770861430408939622756277973673147907568868737159538229875593656668399264437257016516531821682849654686451,1458.36306235436362838250520801436749123199037914794241315214572459001557596461064608551578064084925718593270613206485733487779357725557923663462883325,1.16982925364658543047279135451325695466200099867212444807686759938650006638279900797355538853576502289435348146029019204342532697649702079685236663026,0.0026869825855372112905150136275165,176224501536881.84893170073947371,3.9999999999999999999992727840582
2,182676911423367.09375,yep!,309.70124369556653215797363765764,1327.7679615989494760149451289403,1.2494826826776568041411044490402,626.883208527651514005268295223494498850191287969025935387392676423856138971458580727545686160394373934529241947399423909717256924842002011111654594221,442.595818000429296088086163946996254339286039408470651743241608483300873793514288070526020890216150411364932340644505094463987663080946698732590638567,2.23899067043314969342904294782558124496309545498816275704011916807295459370652654386159597396170785930765927968302561635327590342229258613326222686049,135.964011452075672373054123212450502959824940712615860743044013954086000529735773398425859248564342424375504365150245200158716904378646382338754146711,1545.61852783152859054606118038864597029501912960137771724295831702226576211674006267977979521472937435354208441800648219331830621869617664725690144345,1.08269409209906741972837326103676574084396413575359030618244579541642475401795880671695074969498814047830886330648317827283419375219255486265302400716,0.0035796933427368778086720086528702,182676911423211.11442750298494407,3.9999999999999999999991773073079
3,189365574458270.125,yep!,330.1661256402164743808779794641,1422.7706921204369854909357305858,1.1556859744549696643369172266681,637.650552356107948656999708303204053106800246079189244511747830921535175953563867162512681703100385151912933603263466091125291902755900240828934928021,536.12153732335147908339085189371376598974083267645218448258224963121017128601385628638795630413807455013974802263212710409990811819385483077250952529,2.07291771507730508101326226931100665881452866620078804821512892416798682949245949718086098171217834797049876222725743538566881595403847820065863052976,179.169981292254191298288175893835913324219187502019695952831743265809398419010476325545898018632825788727719585747229571382979372291208146349549776809,1639.14424715445077354136586833536348194547392286935924998229895817017505960923963089564173062865129849231690009999410420295422667380908477929682033017,1.0023872779637408679730751418353756848602069629114692976235407859243302410777730030009292414901708968304976632254316871806073766559730398604916481063,0.0047831536354741415840199805259778,189365574458097.81610064381696073,3.9999999999999999999990675865319
4,196299140983415.84375,yep!,352.17751881091094984644712282415,1524.5109386414656124446710183543,1.0692651290167056379153769722077,649.72206270436673744540949660163281741288422626389963338026701334070710704234315759464902042910921494028276244085670033054593649672006142509037820683,636.383995969739808294278906503708884683425736023437725350210582193549455125187226555601726689668111567495359003020884326747306392204724768201297516647,1.91976486571246877864622110246463345022371489573378076666681210321113001755013592637120006789125805041233478727836748159269192359222427277685159966254,218.271422868487791667182864644902082915636707859796667729236692039240461059148436101422734499308329274146058091403641915796119706963090407364686632705,1739.40670580083910275225392294535860063915882621634479084992729073251434344841300116485550101418133550967251108038286142560162494781995471672560832153,0.928328155080764321957294495996742377073952413260873355788096292599509559786477312041561790126192079369705328189415099288276556541168265173890175942384,0.0064082525184555018224444436654181,196299140983225.31998820025300349,3.9999999999999999999989415058412
5,203486578070284.03125,yep!,375.84272566013167911151667352271,1633.4777930167858094176717720358,0.9895882033838349263757381813055,663.241316848182663477252995831027228190883058422527451923963865169159477106775066676527207140745788811392213465137299372476635442235533272083634689754,743.872284732425461238522567581736083581783395956634776230344361530883425252043085336248802463956119288972169509068895868728746517347079034726966001167,1.77843418519986524043077389365356849481329943168151061104543190916067085396726876508558840596190007102324175654601402857145982877909539893294104316614,255.719963340230012013289918846582358629336205758161113117777409992357322665107889801254459578800045012727651857194447459329307946492050297102582317478,1846.89499456352475569649758402338579953751648614954184173006107006984831357526885994550257678846934323114932158643087296758306507296230898325127680605,0.859985801160310433437010540973461737262689297561128588069986918263808823031585318284384731611532167955208947259574677917290488610161772342493590419572,0.0086065713998136228205799765822177,203486578070073.19072258140687982,3.9999999999999999999987965413196
6,210937181117120.53125,yep!,401.27815056379377729299914392202,1750.2013504749098904146578156173,0.91608823342426694241889904903942,678.363706760416898428024711619518588494221694648304942324062686109661189760955842608673865087601449671162160876309338785063403634602071654116735810649,859.116497774284573221308549579680928688167280764041573129842319487774608607857799544662948764559256026619775691361295427416639732443655604561046112609,1.64794033727646231527359758843970258185329028769195428072599801092505326771768447231156838638404293776034999680692293820723523719247056592362093396632,292.713125646852467757396411864810522490662156637958803797367572007973774318376038625394346330418166112873221358308431656870215836992757922647441451868,1962.13920760538386767928356602133064464390037095694863862955902802673949693108357415391672308907247996879692776872327252627095828805888555308535691749,0.796883743582460023049724959988534918261646191777560704401440924474742375410882468417432783158063821312938386568258432137331067715541764376184845699354,0.011584523086581609770165248367872,210937181116887.03183985637098749,3.9999999999999999999986298530549
7,218660585870526.375,yep!,428.60783890447347031964617716616,1875.2458024358559055057303215951,0.84824993930207663884199987599848,695.25539024830146817400667075566574404466334672833284887386050862247582863082587337027532001328257904456303958327968109312906951698347356643709336596,982.680825445961083712494590254079526642166997483162151334767912926375873795743979690515146569609002324990497297200422144745394257246726559747846594583,1.52738719848348591191574729864826523741293967550936328076433990557781945304343403198765146769193693655278446177929193904138567998773710558410239250199,329.975321721996538982804292498431471688079579503886774218200811827037377482321984592703365257370075437391036584528672236128234222833739435333416424489,2085.70353527706037817046960669572924259790008767606921683448462146534076211896975429976892089412222626716764937456239924359971281286195650827215739946,0.738588649780258538484142010790846412517624423121027579303954614073579516665244899517846157026665127746903449488633014671887463083665874236962566541909,0.015623941980833329276664662407656,218660585870267.605330313695212,3.9999999999999999999984381473812
8,226666780887217.375,yep!,457.96199550759987998778408104511,2009.2026183996015053726060279124,0.78560143636644918218912946225239,714.091815041471975435306004342090706109463967906131482714486253599006039198507630356731031921168792475138943362202752453274216651637321063320641865797,1115.15673617429873660240229539882095038953481840694082336349746430798700460275995121239791485412495519250925992417090989841795471046711573535835897673,1.41595335491983655752483715888236628386200481710059566332104282065521990928121825086585595968458878665589554856978982689591383974054721209095436897238,368.009205843333454673092592806950078431981453517794929955687320022134677071131626192593016652291236636384111014382091940089938561379127741064935290248,2218.17944600539803106037731184047066634526790859984788886321417284695189292598572582165168917863817913468641200153288699727227326608234568388266978161,0.684703313999509425922111510730717483288981667185523569811680045569422333612514790569550265303863156084460544895098564597575967909253745616216176307968,0.021109468535013581453359245385842,226666780886930.42680744688710222,3.9999999999999999999982176282203
9,234966120452067.78125,yep!,489.48503479841873973757014677108,2152.7272039230632164382636940732,0.72772340576346860614596687185331,735.062189746312879270178448748341205785627303659786807337318783385578467696800931027247272600344832019441122757337759118361916150109607253166642217942,1257.19963443929833663424396541026288108593212090533492151772956310874165829443868127816806313975590926758496832437679092053140000997813791559874073458,1.31290901358964478773038902281550921368852203648966564685398078337775367248397892965343992904983082237334577795279917105445732579875397341651611344645,407.210115383767979999081246704715554719749160434723404941132997641302813043118041251126568352919368597396896458573088584322465900576539660319518125236,2360.22234427039763109221898185191259704166521109824198701744627164770654661766445588742183746426913320976212040173876801938571856559336786412305153946,0.634874835008636633675177823249602365737981992300058223929064656779921756033211904375096505966390077811279514537121030977193376048545184253032814453808,0.02856634364557822813550024491872,234966120451749.41081887653781847,3.9999999999999999999979639692055
