,phi0,yep_or_nop,mphi_phi0,A6_phi0,lambda6_phi0,mphi_2,A6_2,lambda6_2,mphi_gut,A6_gut,lambda6_gut,dv,phi*,alpha
0,170000000000000.0625,nop: mphi_GUT_Im A6_2TeV_neg,291.44172210961959906626877652842,1153.7396962548422940024667455664,1.5399244347054290032178645986601,1593.39710551618845377378928779207982529902375043846585894463317660528650051278691214780226367064686596321356398112222629203523640397338102737651983537,-3986.83373488306451338393432237881067513846210277982935608902647610249317909726387686949482767124341961874812102653026220783620676504656535899046017822,10.2012571458961136297428573285534517091838008762000091252959179516179137298036115528762247619358023349621476698840480880963811410926884721546994299275,(0.0 + 270.625483979322454685464660413789873476121032240795464329823559556053766674158205481626318167600757999840123361271541635666960247670667784011862571817j),1669.97954478135328438377291138115263168225039489136989445638911690294844454452814219007052823584322316573679509428425973767358180790526050639704313385,1.16223862045632270838375207298365611547021189779911055438446658572445371052436768362414980478023525509102616317011926428588762177544955942803948383433,0.0027454301127096041122074526619599,169999999999857.67435380374794074,3.9999999999999999999992257478918
1,176224501537023.1875,nop: mphi_GUT_Im A6_2TeV_neg,308.54946520929069927244186362788,1238.8640356484532792366305971224,1.4187667583934151814681765381411,1597.00260900694421935284108745998099126357768464648669326743710808095839520303329790153526279218569362217315074992267584435324803925397862043457265052,-3905.58552263064209858312468382107256164992942220810323740082918463053209600631169434191332741626890192636029893813014475127613774063896881584752077477,9.41774436670855753457479689862215472468147158077658529390781803028818131608198651803167709004180714624268840000126491484824100543925026120220001100185,(0.0 + 248.465601787094790109816586827603817507950009053717341967521365008519018309454836052144344753388635934112131589429662590432912581941984398432149276218j),1751.2277570337756991845825499388907451707830754630960131445864083749095276354803247176520284908177408581246171826843771942336508323128570495399825373,1.07297228802599244505375288380517061130021280074917893613820065708533180469895634235817082860606095540124298295179276112603705104448579552819210209952,0.0035475544353796719047899770960502,176224501536867.69076918610727529,3.9999999999999999999991404013992
2,182676911423367.09375,nop: mphi_GUT_Im A6_2TeV_neg,327.01789662682296125063778285481,1329.6681327862779959800935290557,1.3078183250574533221269179680176,1601.05948239191066346871819831098922507850578020333087398057573142462535667756442184808810271868241130425170448406893760930095429681473267408033338893,-3818.65294357991597496214840157424839122765927285543484954787976965171371894496470598213760774394705946290364611302227903553765505477473446010215500111,8.69890171917072036221291351324966559151391083639421053476848667169158284008233240924796698151122451689863103808440855533062472198481258289414202355363,(0.0 + 220.818980817675688691919173257575528107829067420602684991843204135890350561405750382377106672497748138835066438079071669653336648402451725028223548111j),1838.16033608450182280555883218571491559305322481576440099753582335372790469682731307742774816313958332158127000779224290997213351817709140528534831095,0.991073883245984694348314930530956886327123963692503467132929965496892947116649344641977248339574385031672067255839988713398256061348448563895006198638,0.0046072569258897681527226222709909,182676911423196.98819572588486779,3.9999999999999999999990427564808
3,189365574458270.125,nop: mphi_GUT_Im A6_2TeV_neg,346.94819315115580789458609388824,1426.6198988751082742479095987488,1.2061585226264534106762395487854,1605.63312045272574932264054321709402116236203275693898008611779118777162787409038197997020166841604412986901321753063937406043588304394435443519009305,-3725.56809941453764671187671819920056292682323489916736210655189560939806773765690237149061601097924204826864744615013416223956604615325682220467755736,8.03899970794605362242412111468305976908850804046584715651179312615586763956924189552171073452320364056774315098608197814589745820270633896134084892931,(0.0 + 184.647694141174155690504115749208063607752382934503729755921805506619825175149599214327013589548590458179781694825740567829490086808806491578970862181j),1931.24518024988015105583051556076274389388926277203188843886369739604355590413511668807473989610740073621626867466438778327022252679856904318282575471,0.915890639436602539504488316455845957113606773556341925329815031308319437442807150225714665020590259660960018110495339281939085207505344131829802172895,0.0060124142428824718233686091458208,189365574458083.7297030448508951,3.9999999999999999999989309183765
4,196299140983415.84375,nop: mphi_GUT_Im A6_2TeV_neg,368.44877414146164695557293446749,1530.220031253543674171534293162,1.1129525136082500409479755073811,1610.79818408186282519378275033166049982827648460931166064002414791971966687019691154576395472009340539540715567493561642331843748610376250993966635197,-3625.83030566563581369856237957189200313398980156341238145174800641426110853731436028785967072204515655391663100774152029085962614640788308467479355792,7.43283309384087726863797953812541297878879734465227464617796824428685045111899578504119577095813801244234890833549097393894160544694580261649625344469,(0.0 + 132.218374687420353569499525324433921911639725735531234692249724260786720049605133716729429194006086916574721659535602965940205913690896436482240600116j),2030.98297399878198406914485418807130368672269610778686909366758659118051510447765877170568518504148623056828511307300165465016242654394278071270975415,0.846829518903267166948689107583414224808637690980644490216460748348430327136572093442536280340420833712352522869460873931265583986212987305507697174704,0.0078818087068150722701069293740612,196299140983211.27890651028009969,3.999999999999999999998802741642
5,203486578070284.03125,nop: A6_2TeV_neg,391.63349898379376095547987301639,1640.9932741586914376263439647372,1.0274371995386088607081479939957,1616.63924012189932875044472909778927287542543542960713988884086139212164626219377370828882880318919153810882913767821415179082425229753388899828652696,-3518.91483094528614773934252313481135211987214081273529409660930094560199256979292071905076513447229172147109597835879191843032890863906866673785704324,6.87563259467244730567481278060773774022083349042735364535006290326757209510184102821978617149477432462459335490205455627491315373191922373677462751379,37.0127580099370706896878399745330492442957278384395389624066314833790422764257562660321028528962579325820042926314888387313075975797842217175234070905,2137.89844871913165002836471062515195470084035685846395644880629205983963107199909834051459077261435106301382014245573002707945966431275719864964626883,0.783347152935106581460194809167402409365558240510010449298992743348567850160308943396209711769805922332853394829720266154747962881132963430017446938249,0.010376867105042062619575689786834,203486578070059.19833595285336472,3.9999999999999999999986556875136
6,210937181117120.53125,nop: A6_2TeV_neg,416.62427762327152564184978679126,1759.5009357593971456228334754995,0.94892331836633675500619723456105,1623.25244461592077172633052141171761362858445853376958265062607969004588601456520438403039281618680302575921431006681109576483839740197423939949169984,-3404.26037991344878856524438881683452668248821995479087611230399692766666505069626186965263248390119161810660266984456957401966489784171224327487173602,6.36308365000817960929390334455277827792940042254042736533930893623610993484511602205713824318814225819939880968128411689695549657504818283854807539765,150.983477589943651439762529354187661152669571944040674066591856515032417777500169161766323510934649288810497591643223891859540213281505745620947894767,2252.55289975096900920246284494312878013822427771640837443311159607777495859109575718991272342318545116637831345096995237149012367511011362211263157605,0.724951979688974880041966750981581575686806122850631896869750588515082057671466697229216725896046351911609215379502885938936924914894085571494997299644,0.013716253072165024100201375995694,210937181116873.08217929883778296,3.9999999999999999999984869069789
7,218660585870526.375,nop: A6_2TeV_neg,443.54942662961493550698881812133,1886.3329488205582571002421709509,0.87678355118953400443264901994206,1630.7463376361557396539070485693529949453597499697368078407888442375833323631636643482807771026755747736635480697145702488537320334183488347955328066,-3281.27703261382287553355871323640542540798553273638656868081884689176317030197176748481564645077061508971231706498682114187399528383796870087424570474,5.89125137233832845446602706486376775557982674027136497003105548242753952243674914506952613696753661707469308417847866064844239841085955373944202164162,217.212175688484226840107864830105983834350140852345144283393352464711559634990764908406007276298966982716167668294029694727576202528684389411036225756,2375.53624705059492223414852052355788141272696493481268186459674611367845333982025157474970945631602769477259905582770080363579328911385716451325760732,0.671195693807446828022751871094566255363382909495464882212733532723210669113590503669466041297282441196202852334582081777762590443549616167781315728135,0.018197432853178727946794737050551,218660585870253.68997285110131425,3.9999999999999999999982930718959
8,226666780887217.375,nop: A6_2TeV_neg,472.54589450204774709065105838091,2022.1183126238560664808771543088,0.81045179928728131681495121339009,1639.24363849383050696828934216375253643841245562602039566665084371254114748203603525112838261794956812700192061622245918614869780036630989206559367547,-3149.33580255328444490633193853156438563344649278921765471083614215137933800924395494086832724607915748972326235126343943609473210416072033137856031964,5.45657975637172732796418021084661732283491713133099196962775547742411526798457594330406796366014285251925404454454482434330916099465772656132803682301,273.801420551614673749810080098438624443618156101176503658211043100238426966293835399017646937725482861681112597175476524535631779913404446008153786597,2507.47747711113335286137529522839892118726600488198159583457945085406228563254806411869702866100748529476165376955108250941505646879110553400894299243,0.621673156333153490071490194984118960032820931941334076241680655363975756807929847756833831023140354900628596372143837675917882775488386428630095967856,0.024224976671393371853538408242505,226666780886916.52992902198415551,3.9999999999999999999980703666192
9,234966120452067.78125,nop: A6_2TeV_neg,503.75993791775984514807943645635,2167.5280274498179259089600261613,0.74941710476855556014635235754015,1648.88279555235032826312864620639363820149585961675600312426901894783627789387274841753614464533191400869066973907561259646333449752109983812432097076,-3007.76570221999406348091432406195840169367332819190098390242482287259380417131426442528146013118529316669274292290405996570100466256677484674156602187,5.05585471121952327784994229245695598636288247835982757571161843363811009209744587992764213576317230825048171247634632620975119241184643375513062261641,326.591465017265899571895691277326213801760713603709264777966547658689277675703066654543348134924911203295100446593074870166178372696883809829378784356,2649.0475774444237342867929096980049051270391694792982666429907701328478194704777546342838957759013496177921731979104619798087839103850510186459372902,0.576018182931433282855459987718539116802212027373367322797758694980372162283914205053086947071462445032278064127686559712267375150843605753028496796378,0.032349916222909000900819618684623,234966120451735.51352932732671748,3.9999999999999999999978143911915
