,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
29,482339284597958.875,1914.9707527840135716412346806605,8543.6481071717486683163630941782,0.16091985608681840092252574606348,14.320783255893725555249874752726,482339284595266.73518838747234636,3.9999999999999999999675850735855
30,499999999999999.9375,2050.9188897907881745444089300579,9154.2544481609382924599206476641,0.14925757745976484397472397742674,19.57615909155592007027874118217,499999999997002.84970159588869103,3.9999999999999999999627367665918
31,669855006956597.25,3587.199328506590876583214967674,16046.507855184609996861561922103,0.081031620974543822484400193227905,250.47495522997129846868386242275,669855006949408.5253026499599499,3.9999999999999999998837193950526
32,897411460689642.375,6281.522337272933442688463340114,28123.476255425664899831255753169,0.044036601133795210269956522916884,3224.145099241837821999121205898,897411460672367.86851585456724436,3.9999999999999999996357138135137
33,1202271120486381.0,11004.508211867244205999371150057,49287.699289601511129391481068659,0.023943629521460824176232576227186,41594.176033828323046602480277739,1202271120444847.5611881616573234,3.9999999999999999988571310186987
34,1610694659554241.75,19283.419186111702358114172906131,86383.243254123571826304364960115,0.013022793325624391679043300676146,537157.66314589193475053016285138,1610694659454367.5396102486458895,3.9999999999999999964123810727927
35,2157863764761321.5,33797.356334349985306577593531788,151414.86939785931386916615786634,0.0070847921974023610932656908517025,6941727.862353543607263294881263,2157863764521150.2905415088655323,3.9999999999999999887344557623568
36,2890911694311157.0,59246.511551300891088500913821388,265443.19716478616455179566707508,0.0038552008301032189973223737366918,89760741.489864206599501082484973,2890911693733609.5699326565823995,3.9999999999999999646170855599691
37,3872983346207417.5,103878.20079496226460543883105328,465422.81443711059618938575556228,0.0020982543117820942610296794401473,1161306311.2335712334442309914655,3872983344818580.0519201793605748,3.9999999999999998888482726137052
38,5188674572633110.0,182166.33020664061528428277777563,816208.90561332601705939967920541,0.001142239325111654491178391588226,15032977891.495972465907043753852,5188674569293368.768274111309592,3.9999999999999996507678835269817
39,6951319283893344.0,319516.87091844572808077687435176,1431642.554696472821991173336519,0.00062193006240797628635013145220432,194705685811.6658060059785286533,6951319275862285.6440637598331784,3.9999999999999989025508198758927
40,9312752054539772.0,560532.62224384213613776065820987,2511585.6688528761869305188364718,0.00033869553744049063753829460914909,2523159511240.9556502335666525738,9312752035227559.2000420735784925,3.9999999999999965507490222147245
41,12476387184557560.0,983531.943288427706045880451079,4406981.085259357255806104213698,0.00018448418032245168690848203205279,32714459527917.550053528212472997,12476387138117681.116217063043032,3.999999999999989157399021805088
42,16714740848610012.0,1726057.9854601830408663314117967,7734163.7639976149493995847169365,0.00010050528626559709614210418362149,424384870129054.4863992494169338,16714740736936490.017269379449732,3.9999999999999659114327170891336
43,22392905694846760.0,3029705.2892449424407190864372724,13575738.869600225483877960604528,0.000054764267396779628500797955401602,5508090706235428.4552782369773922,22392905426306355.906296445656817,3.9999999999998928113057794436267
44,30000000000000012.0,5318904.7499652855129857852745488,23833639.468731245389675114826609,0.000029845773699387042806909722996214,71525230121082315.461414228193462,29999999354242481.560784691422577,3.9999999999996629047707227721585
