,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
10,243569337969140.875,519.39405438749479275590622278432,2229.5625922036459252235895820011,0.66409450346627792978283641247146,0.039207724220442546140866222950995,243569337968730.71842687549481052,3.9999999999999999999975972601542
11,252487559843027.9375,553.85225553273380821358112653135,2389.2496591316616414467030737739,0.61430187778881858995199686943525,0.052442709469728484114520238047999,252487559842574.66209060313165235,3.9999999999999999999972753319444
12,261732319868452.3125,590.90677826298729629133185759462,2560.2620472395364220724460753475,0.56841351828811978785174366223641,0.070326586629474460542851402002645,261732319867950.94167486993282989,3.9999999999999999999969053204015
13,271315574146745.3125,630.7398180432406041989764854284,2743.4299076330565190755627108053,0.52609838138956954072134273136838,0.094530875570911526329476891467378,271315574146190.29903434987620843,3.9999999999999999999964799196742
14,281249716548480.15625,673.54555123487913063124540107777,2939.6369410196356678884049225128,0.48705606916086108001750420673306,0.12733414759308423345599631234071,281249716547865.3163478487526818,3.9999999999999999999959907749248
15,291547594742265.6875,719.53116833484687128960530748504,3149.8249912335039345264849982595,0.45101402256190236231519319088859,0.17184657498277783113967830988766,291547594741584.12836022306097248,3.999999999999999999995428238387
16,302222526810434.0625,768.91895165619244061161263840248,3375.003380619956219666937309504,0.41772540145533720017037684816042,0.23231459285537659714773990294539,302222526809678.10524196931774555,3.9999999999999999999947812110662
17,313288318473107.9375,821.94658492322567620717014436652,3616.2501437329763872567943516825,0.38696584177032191109984086662514,0.31453780867651125918605800444747,313288318472269.02566236375441807,3.9999999999999999999940369226076
18,324759280942916.625,878.86784503171285320291764469101,3874.7150518789363685618446748589,0.35853101882254924259065789000321,0.42643753390050502878271888575481,324759280941985.22581568215558477,3.9999999999999999999931807041708
19,336650249433457.5,939.95576295922367197508131151293,4151.6338474383295176581004693686,0.33223543876312684248824199906041,0.57884277377424287447989619313913,336650249432422.99345463010731771,3.9999999999999999999921956293028
20,348976602345444.375,1005.5018643370433756377734497848,4448.3246663956898136769789626708,0.30790959896533897935299447003932,0.78655246534063632022196106245823,348976602344294.93044376865793887,3.9999999999999999999910622600047
21,361754281155352.1875,1075.8188065693182721287919177149,4766.1999000794081559556763528425,0.28539888671311216702288361669108,1.069803000237894210685402836825,361754281154074.62595057549153546,3.9999999999999999999897581960898
22,374999811032272.4375,1151.2417443103367475727296260963,5106.7722767962853026452106106521,0.26456200071979025009918299574666,1.4562659771844732963972502895634,374999811030852.07859190357471336,3.9999999999999999999882576803848
23,388730322209649.125,1232.1269261848722685422998782683,5471.648470044257346613525403464,0.24526902049239012836525987022406,1.9837787077981024940610020881053,388730322208069.61564266110544304,3.9999999999999999999865310720116
24,402963572139540.0625,1318.8676702788500384811726241408,5862.6010840893551719186324240344,0.22740310229154883469309937254204,2.70414207682705511148644515347,402963572137783.18685547104223399,3.9999999999999999999845442413529
25,417717968458051.1875,1411.8680711019164400826195359476,6281.4500301555103271457155725846,0.21085382157905855320899778228204,3.6881605097600428361106704998121,417717968456096.65532224218072766,3.9999999999999999999822579154634
26,433012592791637.1875,1511.5729948868609758483170807847,6730.197736743852893609485470706,0.19552185401951459881328618428613,5.0327540179228011461356540856827,433012592789462.39799294162168905,3.9999999999999999999796269165381
27,448867225435062.0625,1618.4560804139729177970720671936,7210.9749880495931025930806497061,0.18131535398902243969954999441186,6.8705417899288347647977282056324,448867225432641.84001255149743435,3.9999999999999999999765992139105
28,465302370932943.5,1733.0256718307497380111824886642,7726.0676126098709527116087120296,0.1681498803720181391672981660625,9.3830123457541404803521863153212,465302370930249.80171040220779751,3.9999999999999999999731149589076
29,482339284597958.875,1855.8247803729149879843485505558,8277.9162872023257640380686214319,0.15594748869269736895605391907624,12.818536529115936575152067898225,482339284594960.46457098402245365,3.9999999999999999999691052565018
30,499999999999999.9375,1987.4400751190108142652123907333,8869.1569223145392054002773629391,0.14463672235008549636675512949398,17.51712691669292243307107910459,499999999996662.02096438081697036,3.9999999999999999999644908210254
31,669855006956597.25,3474.5277725034986993837321940787,15541.295092903764432619868320543,0.078487588027071747687155967104562,223.64806543736125818557616748072,669855006948592.48496267967684292,3.999999999999999999889328779168
32,897411460689642.375,6081.7621012796468034034900813235,27228.236682750841805270646903834,0.042636802599967433458593929385374,2873.6429524049493454669294309499,897411460670408.01448404558840014,3.9999999999999999996536339296054
33,1202271120486381.0,10650.455692643742031518505129009,47701.254377099194642532559017575,0.023173525815093188847712295923457,37009.513818593567002923866885268,1202271120440136.1943634149965301,3.9999999999999999989143646663169
34,1610694659554241.75,18655.923718432488602719890126332,83571.687735062741770493535951082,0.012599108862613800777897755093086,477150.21909514872802240525133222,1610694659443038.6806292568605487,3.9999999999999999965951719821903
35,2157863764761321.5,32685.172011822625278072775186377,146431.66566503301268513824056486,0.0068516786316735030868324125036815,6155906.3882299291250233422495493,2157863764493907.4558853302951522,3.999999999999999989318283695573
36,2890911694311157.0,57275.094375621209637723972842857,256610.12327312890053928988792572,0.0037269290901634179557465224393221,79465207.370580345686755247740576,2890911693668097.5780872203922432,3.999999999999999966481974192796
37,3872983346207417.5,100383.42397973960006294369984588,449764.09890843870490611134672747,0.0020276657106132857466488399404856,1026355030.2875147723545420837829,3872983344661041.6295444099422559,3.99999999999999989480573984155
38,5188674572633110.0,175970.49069737490454249535157351,788447.53592671223297477186967127,0.0011033904560672724213307989585035,13263247384.202300794341666964615,5188674568914534.4584592658462766,3.9999999999999996698010757589397
39,6951319283893344.0,308531.35647147897068818262560235,1382419.8527271702439342759905596,0.00060054739268300440441614509231058,171486996503.02773290196527136708,6951319274951302.8231699904785059,3.9999999999999989633646684868242
40,9312752054539772.0,541053.04227124447014405507302596,2424302.780832340951630406361029,0.00032692531743547583419658115376907,2218393576703.2728441026582046902,9312752033036924.2517733970741032,3.9999999999999967450762418314552
41,12476387184557560.0,948987.59032424159963208397771544,4252195.2695774161388105583874132,0.00017800461819761708194081078264502,28712336008932.699851536901331173,12476387132849879.683898289000842,3.999999999999989778417341544914
42,16714740848610012.0,1664793.0267156634372639037999636,7459645.705742036196960776706853,0.000096937946451534617429543851723701,371806541781678.37244464192929172,16714740724269053.398885113022566,3.9999999999999678962207433982344
43,22392905694846760.0,2921041.6683615417517528561167887,13088829.965594839777758747308522,0.000052800091457296689071769876879347,4817036649122765.6683443685142265,22392905395845065.444366805159129,3.9999999999998991552904143003405
44,30000000000000012.0,5126155.5842665570258225275905802,22969943.446461390830885511310775,0.000028764208404999182775504826161332,62438597333178673.738562188860669,29999999280992379.30463177250805,3.9999999999996831838267415379392
