,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
0,100000000000000.0,90.503585711136712776900165628763,404.74433971516067067196440281495,4.1014136906412556638591536106233,1.40275721674182e-23,99999999999973.657778555089636388,0.99999999999999999999998369367716
1,103600836355835.21875,96.827158750426904957096584347457,433.02421806823630705964586203812,3.8090084252315941486119821430355,2.1162689440948e-23,103600836355805.92721166497280608,0.99999999999999999999998127944122
2,107331332936285.484375,103.59295313452363886521560367467,463.28177039748954522650413318287,3.5374630564607020108209315646377,3.19275259821399e-23,107331332936252.91330957840315147,0.99999999999999999999997850769543
3,111196158593857.796875,110.83192028430272194653876700895,495.65541566507740821984955958566,3.285288485211110060980690223165,4.81687878965073e-23,111196158593821.57910143809273581,0.99999999999999999999997532548825
4,115200150298797.625,118.57717967236250585820692319667,530.29326865521760782902748821006,3.051101984803348400926426132131,7.26728502380671e-23,115200150298757.35222707093816137,0.99999999999999999999997167202393
5,119348319192733.546875,126.86417080506911884561395066235,567.35381965855754266829399481024,2.8336195970559318242250032275103,1.09643950687299e-22,119348319192688.76509854365717873,0.99999999999999999999996747750024
6,123645856860303.765625,135.73081586650871677173992886455,607.00666183804102323987330278597,2.6316490723001213278175900436577,1.65425762830169e-22,123645856860253.97000983045933376,0.99999999999999999999996266177401
7,128098141826613.5625,145.21769377283420459088280647649,649.4332696236103689997952531536,2.4440833144079886832902332820562,2.49590233101717e-22,128098141826558.19168878329181267,0.99999999999999999999995713282888
8,132710746288656.171875,155.36822643807666335568752375863,694.82783171823887824754353865823,2.2698942946822462120351033885296,3.76580631731178e-22,132710746288594.60165994476438785,0.999999999999999999999950785016
9,137489443089118.34375,166.22887810876010816799403884156,743.39814254942856314782370966711,2.1081274010463731730690368340813,5.68190943455585e-22,137489443089049.88003602060273713,0.99999999999999999999994349703392
10,142440212941306.6875,177.84936868491709582598718583864,795.36655626979400571583065101146,1.9578961913773716354439857559132,8.57307358070785e-22,142440212941230.55848002422636662,0.9999999999999999999999351296092
11,147569251914226.375,190.28290200952932129911337781416,850.97100769847779605334963970472,1.8183775220560488145635897458894,1.29355438985578e-21,147569251914141.72245421179151575,0.99999999999999999999992552283316
12,152882979187187.90625,203.58641017745837098190579930106,910.46610490390388147766313021382,1.6888070248808759932109201060853,1.95181530093945e-21,152882979187093.77587093160845006,0.99999999999999999999991449310403
