,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
0,100000000000000.0,187.53291388481862074236089986731,838.67268693013720478502992861044,8.498558973209795235395758724808,2.83618138702609e-22,99999999999979.025094452788918035,0.99999999999999999999996461492942
1,302564102564102.56,1516.0015405594874351088295155913,6779.7649973708369337767164735816,0.819780969224844888679822705344,1.00971975758426e-16,302564102563521.59449632300239778,0.9999999999999999999973882515168
2,505128205128205.1,3997.1837569805123844930441257226,17875.949198332850424648225891662,0.27823734982091739292651542101769,3.78124448797189e-14,505128205125501.75885195229476665,0.99999999999999999998083124828747
3,707692307692307.8,7569.4315067014672577205287076051,33851.526800026271416049562795271,0.13675813010956339509154200674568,1.87018315718149e-12,707692307684873.56372399506737942,0.99999999999999999992881157676516
4,910256410256410.2,12196.021377334231345186744931217,54542.265709519908311747252898887,0.080506506911554891008954785824755,3.44511285212305e-11,910256410240590.80467564994570555,0.9999999999999999998103669125017
5,1112820512820512.8,17850.927515312912442308340583959,79831.774771322180564152143837822,0.052750683015607693805687884628003,3.52818711451342e-10,1112820512791607.5897708403222341,0.99999999999999999958538445120605
6,1315384615384615.5,24514.104772533521861812539365358,109630.40935787394870888396843784,0.037108448443340879254591644720405,2.44731084577195e-9,1315384615336878.1520743864426112,0.999999999999999999204831630668
7,1517948717948718.0,32169.320909799488438138263153264,143865.57668863407333748190590615,0.027458783001048854649177740495387,1.28608314525674e-8,1517948717875355.9746521713998702,0.99999999999999999861093299072716
8,1720512820512820.5,40802.980221150978534953556102956,182476.47491814598035664160822547,0.021102213998391399378199052042414,5.48999020489206e-8,1720512820405995.2905713020016307,0.99999999999999999773731307858715
9,1923076923076923.0,50403.414677002380633309487962419,225410.92303177585761918437597883,0.016700948037232271778540390003728,1.99402050162171e-7,1923076922927750.0829002658345098,0.99999999999999999650911600847565
10,2125641025641025.5,60960.424432830720766389118378788,272623.30593809710767267641712472,0.013531815840132592721355851033466,6.36518311358129e-7,2125641025439574.3347090848138612,0.9999999999999999948431080076564
11,2328205128205128.0,72464.963415929767775436118126568,324073.16837010865374796657558485,0.011176630721746825812886764152628,1.82824140971922e-6,2328205127940422.0290694657991229,0.99999999999999999264776703008608
12,2530769230769231.0,84908.914987235649768595566062811,379724.21161441920015633581524214,0.0093801741048345200774699220997931,4.80899231374597e-6,2530769230429247.6490549484067646,0.99999999999999998982336222027711
