,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
30,499999999999999.9375,2073.3649173655983305857054371207,9271.7371715206122903286735870602,0.15146242090500041118086608564785,20.097711314401285909228868238856,499999999996975.67706246239645216,3.9999999999999999999625631602036
31,669855006956597.25,3627.9491214041230596402699993498,16257.51105757041843031269225283,0.082221781618600410200365402013431,257.59925649022729863926887596637,669855006949339.0025444931094117,3.9999999999999999998830738220258
32,897411460689642.375,6353.5290088385602964058792892753,28495.879853196036764747119494224,0.04467623584061933272721676344314,3317.5525351814590677144209627568,897411460672197.77436347747945894,3.9999999999999999996335895877335
33,1202271120486381.0,11130.270529490723693570683604828,49938.745428895914308849168946159,0.024286918567131188759016681832643,42799.228832765785597716836277121,1202271120444438.6941572161440588,3.9999999999999999988504091615551
34,1610694659554241.75,19501.911547978689495811563941676,87515.582283745842750067484115385,0.01320697643989572398585385710394,552601.53447051781639521622844459,1610694659453391.9983137700704533,3.9999999999999999963913986170664
35,2157863764761321.5,34176.016209674945112765766156752,153378.85242436829799874556951654,0.007183612301245167652617988551831,7139120.7054290858075844574058387,2157863764518830.412178495421302,3.999999999999999988669276861469
36,2890911694311157.0,59901.973578608735013827412663037,268844.57009075730953762377753795,0.0039082257819203547573230278436624,92281089.272371051216514437122462,2890911693728101.5843258220441265,3.9999999999999999644149706638949
37,3872983346207417.5,105012.15386849558915528317717861,471308.92402736114973551011952242,0.00212670905626527752600557170657,1193477469.088046807519335569276,3872983344805513.5942550942219671,3.9999999999999998882219228630141
38,5188674572633110.0,184127.52153482361196725224616083,826390.65949515519600668747994827,0.0011575100703149196847880743284383,15443651671.318180263757382791531,5188674569262386.7242287003190629,3.9999999999999996488272853619022
39,6951319283893344.0,322908.31516480850753894014579092,1449251.0912101380161107414964493,0.00063012579722610290160413738524903,199949149586.89508796151414821152,6951319275788847.9490361768595703,3.9999999999999988965388923090801
40,9312752054539772.0,566396.96128485428639437497798004,2542034.7976023168440917334193211,0.00034309429119988853476907580570353,2590126348678.0998536918704853171,9312752035053531.9432624372821967,3.9999999999999965321251750182955
41,12476387184557560.0,993671.90256873611677886805148984,4459631.1730979350652626684588736,0.00018684508475952411695149540370041,33569983639505.241803241505706978,12476387137705375.460747801545914,3.9999999999999890997083387984762
42,16714740848610012.0,1743590.3453876546558141640231521,7825198.073743967667287591309669,0.00010177243531397156319294911832298,435317812147491.25832998083649272,16714740735959858.922231454380978,3.9999999999999657327345652580348
43,22392905694846760.0,3060018.4424192769463250526742023,13733135.393423700252069443953627,0.000055444365190548504201308126962106,5647846780231154.9529167179753131,22392905423993483.02153105967306,3.9999999999998922578182735666168
44,30000000000000012.0,5371313.6876519408408107404395865,24105763.958069679971922230573005,0.000030210782494220954285221998284906,73312240896300256.352157021450694,29999999348766259.110209939180069,3.9999999999996611905636269385032
