,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
0,170000000000000.0625,(299.08701909486643653265917428328 + 0.0j),(1177.7604381420754220418510848973 + 0.0j),(1.5616822818448890856545881603924 + 0.0j),(0.0030454653153510902419844449475105 + 0.0j),(169999999999873.80688800570454042 + 0.0j),(3.9999999999999999999991847678396 + 0.0j)
1,176224501537023.1875,(316.5756625713397059081637256999 + 0.0j),(1264.8455005976892677715108904091 + 0.0j),(1.4392617324144379049982159472148 + 0.0j),(0.0039319229894330550857327336839033 + 0.0j),(176224501536885.35415139027793771 + 0.0j),(3.9999999999999999999990952952406 + 0.0j)
2,182676911423367.09375,(335.44313288077829830047181150371 + 0.0j),(1357.6787030211599707725016902788 + 0.0j),(1.3270661830289705327429315467355 + 0.0j),(0.0051016533183265347978478738768803 + 0.0j),(182676911423216.3669604269999686 + 0.0j),(3.9999999999999999999989929946653 + 0.0j)
3,189365574458270.125,(355.79132984821756633520616946276 + 0.0j),(1456.7292498228917210087336345125 + 0.0j),(1.2241849523330092476035394734991 + 0.0j),(0.006650280148312300628070344584232 + 0.0j),(189365574458105.03506750256616008 + 0.0j),(3.9999999999999999999988759842739 + 0.0j)
4,196299140983415.84375,(377.7309510467248907949156055685 + 0.0j),(1562.5066169614460623940886988536 + 0.0j),(1.1297961577549083278077263197992 + 0.0j),(0.008708180862952796037028044773198 + 0.0j),(196299140983234.74350130734710411 + 0.0j),(3.9999999999999999999987419204598 + 0.0j)
5,203486578070284.03125,(401.3792434148622126924326938537 + 0.0j),(1675.549343717703300154987330756 + 0.0j),(1.0431482910487971488404750229772 + 0.0j),(0.011450922360908902900153180662207 + 0.0j),(203486578070085.07937289970069018 + 0.0j),(3.9999999999999999999985882666396 + 0.0j)
6,210937181117120.53125,(426.86045333846104732997427426126 + 0.0j),(1796.4272553672754475561819632391 + 0.0j),(0.96355627981358816826649932175295 + 0.0j),(0.015117250401825386859335435238576 + 0.0j),(210937181116901.67331496990193765 + 0.0j),(3.9999999999999999999984120073702 + 0.0j)
7,218660585870526.375,(454.30685792326899776182192994448 + 0.0j),(1925.746330935129728803567470661 + 0.0j),(0.89039818355927477023599475823706 + 0.0j),(0.020030802359693006015541811337344 + 0.0j),(218660585870285.31485490202283398 + 0.0j),(3.9999999999999999999982097325684 + 0.0j)
8,226666780887217.375,(483.85826834695834454513725319897 + 0.0j),(2064.1462728460150187562695623768 + 0.0j),(0.82310801886903892963196036150066 + 0.0j),(0.02663252098363406004674114529076 + 0.0j),(226666780886951.54927282689072794 + 0.0j),(3.9999999999999999999979774187847 + 0.0j)
9,234966120452067.78125,515.66519805282923097613395646232,2212.3152354440262665282365511928,0.761175844012696571357259876943,0.035521479126951562670903278131649,234966120451774.33102336002748547,3.9999999999999999999977105306023
10,243569337969140.875,549.88453582812676968949232168898,2370.9694682027068344052808521323,0.70413454365758960488214581624605,0.047513363303799566891609038734393,243569337968816.61065864152315592,3.9999999999999999999974038143756
11,252487559843027.9375,586.68868927267098116214958060238,2540.8956575817657900827004213568,0.65156820412567706765299257813229,0.063720353968177913831444098265825,252487559842669.30157491977066739,3.9999999999999999999970512352042
12,261732319868452.3125,626.2574540909890325530333380044,2722.9129570898794545679790220271,0.60309473487014520414522310206667,0.085658602460290618248475278949244,261732319868055.33956909176730622,3.9999999999999999999966458316684
13,271315574146745.3125,668.78457676402329690685663590286,2917.9032237365228256480866358501,0.55837006355224218120184360286279,0.11539759593480704462790985152572,271315574146305.58257009880163431,3.9999999999999999999961795775234
14,281249716548480.15625,714.47678288305041568889791364554,3126.8062942026601596230179431898,0.51708193293934847863402974857736,0.15576122558079403052023658002506,281249716547992.74303715298792046,3.9999999999999999999956432735063
15,291547594742265.6875,763.55559020488430417260813082934,3350.6281186362440427505436165732,0.47894734770058354094995183685202,0.21060675512069982839415048693269,291547594741725.10152781347934979,3.9999999999999999999950263123145
16,302222526810434.0625,816.25760359546897775379839582749,3590.4419409837972873398407271664,0.44370898270113677170863852625813,0.285203861088317989324691993755,302222526809834.18783750115058479,3.9999999999999999999943164850602
17,313288318473107.9375,872.83612627432536134001399692686,3847.3955059355425753499847874087,0.41113291505162706062316771583864,0.38675470330678375230489139282086,313288318472441.95990618048189714,3.9999999999999999999934997344791
18,324759280942916.625,933.56313793504511184111226974441,4122.719907120135553029099198626,0.38100651612301109306370930780566,0.52510374909000705949628005066809,324759280942176.95287513776792781,3.9999999999999999999925599125315
19,336650249433457.5,998.72922600534274798469736673221,4417.7291524106489446628640061723,0.35313560890920499772945242115454,0.71371457330116789298073521570559,336650249432635.67664021848267354,3.9999999999999999999914783880208
20,348976602345444.375,1068.6456965425253662975039893534,4733.8296414498732058347969959787,0.32734299008776880253308683533716,0.97099859253631862636049374727723,348976602344530.97909443762135622,3.9999999999999999999902337502422
21,361754281155352.1875,1143.647952452089188983742607534,5072.53534078950689488374242838,0.30346722599019832636568313220774,1.3221481060599254563016073040488,361754281154336.72603821943717889,3.9999999999999999999888013299318
22,374999811032272.4375,1224.0927757673803311064939641581,5435.4554245141060312923876083242,0.28135981140741656408406501721032,1.8016241000061279085161004398864,374999811031143.2205142063137292,3.9999999999999999999871527509762
23,388730322209649.125,1310.3642913703523800649419021953,5824.3211512728939079848275195609,0.26088514883631138863852137385601,2.4565874939717783008131540452915,388730322208393.13197891364101545,3.9999999999999999999852553468323
24,402963572139540.0625,1402.8738812723204943074830306801,6240.9854018960793434439876177248,0.24191875185664360032129642564045,3.3515840535635868739498565173707,402963572138142.78876621050140869,3.9999999999999999999830715030193
25,417717968458051.1875,1502.0624536125770191578375342496,6687.432860902647870941741221952,0.22434628703328428794385271453013,4.5749607247988482946421594958004,417717968456496.47802809993510668,3.9999999999999999999805579264841
26,433012592791637.1875,1608.4024248722293667666347046469,7165.788903707167845365300078698,0.20806262343068519809200930765024,6.2476483460417839684708906379183,433012592789907.04586243194183339,3.9999999999999999999776648026304
27,448867225435062.0625,1722.4012806561553686423792775947,7678.3355827483659690990800512491,0.1929711568089818374507953222532,8.5352232726050969473944201975264,448867225433136.44353751481511395,3.9999999999999999999743347492658
28,465302370932943.5,1844.6011317376757832672864248315,8227.5096040639617652346676518609,0.17898269591846802548223669995076,11.664353622327764222052716877482,465302370930800.07524168098877707,3.9999999999999999999705017459335
29,482339284597958.875,1975.5844661685789750496855501371,8815.9281676135822119760501721761,0.16601519265286604606665659216725,15.945414044347180182187509734062,482339284595572.77269961422176535,3.9999999999999999999660897832345
30,499999999999999.9375,2115.9750667646730466873164441461,9446.393065060641824237910987277,0.15399291092612952102566635166636,21.803550729390364294429081244611,499999999997343.50776154136708701,3.9999999999999999999610110824761
31,669855006956597.25,3702.69211866909441208705608706,16564.345287506547703860760580511,0.083639291969954163326016633959835,279.53251420305101113962619740859,669855006950224.40502669736925284,3.9999999999999999998782008260012
32,897411460689642.375,6486.3356743556159974883469034007,29041.346563573300403748805401803,0.045471797175965195415771579665581,3604.2177029655086624985156580309,897411460674327.62296184744374447,3.9999999999999999996180849005275
33,1202271120486381.0,11367.618488211001778954605382912,50914.721470906776995961678787858,0.024733432746701719987064099360427,46570.885520785132208607239946471,1202271120449558.8893719653010991,3.9999999999999999988008347868286
34,1610694659554241.75,19927.154120284632250532203312747,89267.5560732167611466895826156,0.013457442278063966661197956612475,602364.33865833615141235282555802,1610694659465696.4249964635628159,3.9999999999999999962326115923347
35,2157863764761321.5,34938.657769251456605929679361612,156528.53089069191713255267289088,0.0073240086323600603484881665005684,7796523.5959658347994827054806054,2157863764548393.2267536491167289,3.9999999999999999881603704672206
36,2890911694311157.0,61270.136094757580433428139564845,274510.18804164117651333936259513,0.0039868694687851505103722817651809,100971638.6825947275859557070312,2890911693799121.7557954103811125,3.9999999999999999627836165402244
37,3872983346207417.5,107466.58618939988611352101610613,481500.95199545091020059285059745,0.002170733646122466788260708026862,1308409982.1011318657940691186602,3872983344976118.7874359054269519,3.999999999999999882992137145932
38,5188674572633110.0,188530.01065783958187934822117163,844722.3106849617678012982198443,0.0011821405823120865647315029887227,16964104203.91741074687316051528,5188674569672203.5493300812549361,3.9999999999999996320615034566897
