  1.0000000000000000E+012  1.3928407627302621E-002  4.5569659103252994E-047  9.5554448911920268E-001  1.2392847608255200E+005  6.3120329744483845E+004  8.8090984563075880E-002
  1.1583884695655033E+012  1.8345064864255343E-002  1.0607665061827837E-046  9.5514516667048645E-001  1.5307600308299915E+005  4.6171091173619923E+004  1.1602437758914907E-001
  1.3418638464223090E+012  2.4255312225375113E-002  2.4883042758969820E-046  9.5530036260731019E-001  1.8944277025208827E+005  3.3903212548271262E+004  1.5340406398142540E-001
  1.5543996074224181E+012  3.2060670653045024E-002  5.8336907703169497E-046  9.5543649215758771E-001  2.3441641264990053E+005  2.4887981876274724E+004  2.0276948515228049E-001
  1.8005985823352741E+012  4.2374584139979556E-002  1.3674691865610756E-045  9.5554454558123922E-001  2.9005579835889755E+005  1.8268615037227386E+004  2.6800040156956533E-001
  2.0857926360931731E+012  5.6002865250911732E-002  3.2050558163255021E-045  9.5562979690795078E-001  3.5888975723266771E+005  1.3408911317643484E+004  3.5419321937675638E-001
  2.4161581395549676E+012  7.3747821143839165E-002  7.4579924990162174E-045  9.5515352291920218E-001  4.4325908939932956E+005  9.8065345140285138E+003  4.6642217457851169E-001
  2.7988497295073127E+012  9.7475450873050052E-002  1.7483263860361366E-044  9.5522485054554136E-001  5.4847620681078197E+005  7.1985448733083862E+003  6.1648888142137305E-001
  3.2421552547077989E+012  1.2880205069180065E-001  4.0962458444207754E-044  9.5524391272509011E-001  6.7857626945401454E+005  5.2826925690035598E+003  8.1461569497311270E-001
  3.7556752635947217E+012  1.7017494362509652E-001  9.5948931195563229E-044  9.5523004189796881E-001  8.3948356801711280E+005  3.8762454655040271E+003  1.0762808450921122E+000
  4.3505309207805080E+012  2.2480526654991264E-001  2.2468305747261255E-043  9.5518340998471826E-001  1.0384718908715024E+006  2.8438404893856671E+003  1.4217933445979731E+000
  5.0396048551203326E+012  2.9693159078349743E-001  5.2599137689963038E-043  9.5510464546959905E-001  1.2845375980424849E+006  2.0861150345234831E+003  1.8779602722658259E+000
  5.8378201553377222E+012  3.9350634769821449E-001  1.2395891069897117E-042  9.5549661261232885E-001  1.5915548198782640E+006  1.5353828545393745E+003  2.4887526649210289E+000
  6.7624635553403128E+012  5.2139417116148078E-001  2.9202165757236054E-042  9.5584472161513870E-001  1.9717685251332839E+006  1.1298328871808979E+003  3.2975862792119179E+000
  7.8335598083631573E+012  6.8570739435861742E-001  6.7774892232546247E-042  9.5511203861272151E-001  2.4337130633911941E+006  8.2522042595474915E+002  4.3367943491850497E+000
