  1.0000000000000000E+012  3.6041866263813949E-002  3.0513173945545516E-046  9.7841299040005605E-001  1.8654755164545135E-008  1.6333342217233031E+005  2.2794877703367045E-001
  1.1583884695655033E+012  4.7317983900233579E-002  7.0572216758936330E-046  9.7828050871381626E-001  2.3005207092421397E-008  1.1909050008683334E+005  2.9926520682383137E-001
  1.3418638464223090E+012  6.2119412498437835E-002  1.6320912120924473E-045  9.7806980234609022E-001  2.8369639286507606E-008  8.6828304898297628E+004  3.9287766081318875E-001
  1.5543996074224181E+012  8.1837017510462117E-002  3.8009992667644116E-045  9.7864638799435701E-001  3.5046298345458435E-008  6.3528247136505655E+004  5.1758274449628566E-001
  1.8005985823352741E+012  1.0739452244068518E-001  8.7835668936142343E-045  9.7826414968489635E-001  4.3210116335015407E-008  4.6300140223080000E+004  6.7922259827726087E-001
  2.0857926360931731E+012  1.4143379661503551E-001  2.0441911420294102E-044  9.7867490958399961E-001  5.3370108141622103E-008  3.3863860851258169E+004  8.9450587085704988E-001
  2.4161581395549676E+012  1.8553838558954273E-001  4.7205336900940344E-044  9.7813255410568235E-001  6.5790847766802868E-008  2.4671760517673004E+004  1.1734477837070355E+000
  2.7988497295073127E+012  2.4397222539727223E-001  1.0952487897295047E-043  9.7809982440155990E-001  8.1198106676142665E-008  1.8017305861457036E+004  1.5430158361507170E+000
  3.2421552547077989E+012  3.2179645859316097E-001  2.5568366285808352E-043  9.7872345716421316E-001  1.0036757982778093E-007  1.3198173099040337E+004  2.0352195042609037E+000
  3.7556752635947217E+012  4.2269159512973048E-001  5.9196514372135280E-043  9.7836969175412126E-001  1.2380601388476773E-007  9.6280706432192455E+003  2.6733363768393681E+000
  4.3505309207805080E+012  5.5708122403336212E-001  1.3797309447949875E-042  9.7872682867817402E-001  1.5297353702448731E-007  7.0472109710599601E+003  3.5232910193199142E+000
  5.0396048551203326E+012  7.3115491666712475E-001  3.1892210648428279E-042  9.7812977256582014E-001  1.8862048762050962E-007  5.1367833924318957E+003  4.6242297181974433E+000
  5.8378201553377222E+012  9.6277797184373875E-001  7.4203870131186251E-042  9.7822230564229995E-001  2.3295623914777490E-007  3.7565665696217599E+003  6.0891425441273519E+000
  6.7624635553403128E+012  1.2671775902462205E+000  1.7248752322244472E-041  9.7817708888541122E-001  2.8764519836554654E-007  2.7459051031765548E+003  8.0143347702032469E+000
  7.8335598083631573E+012  1.6664030152496329E+000  4.0026835444722092E-041  9.7791860059627911E-001  3.5502220840792303E-007  2.0054469550278645E+003  1.0539258055922283E+001
  9.0743053576596353E+012  2.1982571622535537E+000  9.3466636807755204E-041  9.7829127837438849E-001  4.3886592408668411E-007  1.4692399522543069E+003  1.3902999030999099E+001
  1.0511570695629392E+013  2.8991879458732953E+000  2.1815281164617921E-040  9.7857704355008936E-001  5.4244774844929391E-007  1.0761522027611715E+003  1.8336074547729148E+001
  1.2176482290839725E+013  3.8086807270207653E+000  5.0520269962108351E-040  9.7801620090148883E-001  6.6916639490035563E-007  7.8515426305428636E+002  2.4088211955543255E+001
  1.4105096685577283E+013  5.0206393640320276E+000  1.1779938731099353E-039  9.7813784170615033E-001  8.2690090090070437E-007  5.7480766098492233E+002  3.1753311401280921E+001
  1.6339181362679322E+013  6.6165418012953414E+000  2.7453362908936613E-039  9.7817541506865561E-001  1.0216840064124238E-006  4.2070500393832549E+002  4.1846684651613012E+001
  1.8927119292667295E+013  8.7173927808472079E+000  6.3946254362669461E-039  9.7812978775598944E-001  1.2621805539287445E-006  3.0783381717133756E+002  5.5133632891572460E+001
  2.1924956750716579E+013  1.1482110445827880E+001  1.4886540175318245E-038  9.7800185545528678E-001  1.5590719231329286E-006  2.2518244446238838E+002  7.2619242708854989E+001
  2.5397617095752428E+013  1.5142389527726432E+001  3.4741423841519370E-038  9.7809393406597350E-001  1.9269906633637531E-006  1.6492645316592719E+002  9.5768880250193824E+001
  2.9420306798159319E+013  1.9962633281094027E+001  8.1021988015723968E-038  9.7809056742675533E-001  2.3813236806065939E-006  1.2075269444586195E+002  1.2625477852587488E+002
  3.4080144166067346E+013  2.6313218642717389E+001  1.8889638139492933E-037  9.7803137478130665E-001  2.9425484100787320E-006  8.8396704009409896E+001  1.6641940696198265E+002
  3.9478046043102470E+013  3.4678587630927031E+001  4.4025768387517158E-037  9.7791758658674040E-001  3.6357536007102722E-006  6.4700344822266027E+001  2.1932664590294407E+002
  4.5730913337305944E+013  4.5864656738336144E+001  1.0333534374339996E-036  9.7845360607608745E-001  4.5001804513786813E-006  4.7523283273032085E+001  2.9007355878986303E+002
  5.2974162712634497E+013  6.0426314418013220E+001  2.4068734578315369E-036  9.7822893947764615E-001  5.5594396597994738E-006  3.4772626214994045E+001  3.8216956834078730E+002
  6.1364659271202626E+013  7.9597763872015074E+001  5.6041691109637124E-036  9.7795312703354749E-001  6.8674501292787124E-006  2.5438725527419724E+001  5.0342046098366197E+002
  7.1084113738576985E+013  1.0522196918046437E+002  1.3141072145729789E-035  9.7831505395611077E-001  8.4981698306961690E-006  1.8676005942186165E+001  6.6548216499661638E+002
  8.2343017724050362E+013  1.3855795909346386E+002  3.0576611603269806E-035  9.7793452322990630E-001  1.0495787877234473E-005  1.3658158620337116E+001  8.7631747735956982E+002
  9.5385202280767813E+013  1.8309886011919153E+002  7.1648340264311413E-035  9.7818279152765894E-001  1.2985815821300354E-005  1.0023731181501391E+001  1.1580188699144288E+003
  1.1049311848921458E+014  2.4191391190684133E+002  1.6782822207819911E-034  9.7837269521909440E-001  1.6065119238707712E-005  7.3550852528097811E+000  1.5299979186138913E+003
  1.2799395442424110E+014  3.1956128489142302E+002  3.9297061312378694E-034  9.7850472551291765E-001  1.9872738732227783E-005  5.3959028452958645E+000  2.0210830245337001E+003
  1.4826672097913343E+014  4.2049214685995374E+002  9.1301095295375300E-034  9.7791962841995630E-001  2.4535036049320552E-005  3.9432194580116902E+000  2.6594258445829461E+003
  1.7175046000251388E+014  5.5524000856880637E+002  2.1361422282201949E-033  9.7794353488712545E-001  3.0344168684182503E-005  2.8917244516025421E+000  3.5116461502576718E+003
  1.9895375250948324E+014  7.3301697353774700E+002  4.9958015129652123E-033  9.7791138197729264E-001  3.7524852622134426E-005  2.1201826796193633E+000  4.6360063998853068E+003
  2.3046573288377421E+014  9.7107291187116593E+002  1.1764927197310150E-032  9.7846438593673341E-001  4.6485232879631937E-005  1.5598907648862764E+000  6.1416043512096909E+003
  2.6696884760252730E+014  1.2796915560888254E+003  2.7416033706865781E-032  9.7808065749169178E-001  5.7433972319697273E-005  1.1416441292746113E+000  8.0934800394516066E+003
  3.0925363479595769E+014  1.6945509774470082E+003  6.4507727891175534E-032  9.7851259272200319E-001  7.1132919256440886E-005  8.3958211363078565E-001  1.0717281399994331E+004
  3.5823584471885851E+014  2.2353583630578302E+003  1.5062783542546992E-031  9.7827062295878219E-001  8.7931402854197532E-005  6.1509017917623000E-001  1.4137647627936667E+004
  4.1497627190738380E+014  2.9483586853143531E+003  3.5162521146858760E-031  9.7799198564176585E-001  1.0868952511066523E-004  4.5056250602297172E-001  1.8647057609465983E+004
  4.8070372852079249E+014  3.9026367454141553E+003  8.2669266293780611E-031  9.7829649649365783E-001  1.3458718390577072E-004  3.3121954576854610E-001  2.4682441991550828E+004
  5.5684165639563200E+014  5.1460080585214241E+003  1.9287556015957507E-030  9.7794206040043778E-001  1.6633627822572960E-004  2.4255564476083455E-001  3.2546212645017507E+004
  6.4503895414245602E+014  6.8096771487426947E+003  4.5320821434997515E-030  9.7816314222175738E-001  2.0594066758252426E-004  1.7825862093508323E-001  4.3068179840856259E+004
  7.4720568689921251E+014  9.0098890346674707E+003  1.0646137349061257E-029  9.7834114155488120E-001  2.5495626058138027E-004  1.3098650625015351E-001  5.6983541629849975E+004
  8.6555445209781943E+014  1.1919198107356686E+004  2.5000903777841876E-029  9.7847638980552715E-001  3.1561423381097251E-004  9.6235930663931676E-002  7.5383627804030550E+004
  1.0026482970912008E+015  1.5707329747268793E+004  5.8260580334109115E-029  9.7797300919446257E-001  3.8995217081445119E-004  7.0432916090029979E-002  9.9341875921372679E+004
  1.1614562263799342E+015  2.0772765603222852E+004  1.3673105896415575E-028  9.7802866330018180E-001  4.8265234283350944E-004  5.1730982314764435E-002  1.3137850521397151E+005
  1.3454175005435767E+015  2.7467254113201194E+004  3.2078753095409346E-028  9.7804279786361416E-001  5.9734051692555862E-004  3.7988727485806476E-002  1.7371816813668833E+005
  1.5585161193813186E+015  3.6313081567542333E+004  7.5235298839488732E-028  9.7801577267311439E-001  7.3921877823811052E-004  2.7892388269513648E-002  2.2966409322582255E+005
  1.8053671023232929E+015  4.7999410950899533E+004  1.7639070963035210E-027  9.7794795576267838E-001  9.1471641525847485E-004  2.0475834035081497E-002  3.0357492990254212E+005
  2.0913164346641867E+015  6.3668274298153943E+004  4.1644581414495656E-027  9.7840957387936734E-001  1.1338539865294172E-003  1.5083838289894361E-002  4.0267352294904963E+005
  2.4225568441278321E+015  8.4126986501666584E+004  9.7564418544814170E-027  9.7825546699453735E-001  1.4027824416910954E-003  1.1068970185623692E-002  5.3206578006301407E+005
  2.8062619151046750E+015  1.1121553565545611E+005  2.2880218291406986E-026  9.7816719889915290E-001  1.7359309036299553E-003  8.1268162309202811E-003  7.0338880773381740E+005
  3.2507414450380629E+015  1.4702448921456602E+005  5.3655847406772972E-026  9.7806508821611777E-001  2.1481845091845449E-003  5.9666114443317839E-003  9.2986451548177793E+005
  3.7656214074707944E+015  1.9434498475460294E+005  1.2580352991859583E-025  9.7793753914363766E-001  2.6582169658566042E-003  4.3802057543924012E-003  1.2291456073104902E+006
  4.3620524191631901E+015  2.5781995231747738E+005  2.9708973819772911E-025  9.7833822015423183E-001  3.2952548665597476E-003  3.2271621965497635E-003  1.6305965511184709E+006
  5.0529512259989492E+015  3.4073740560924102E+005  6.9631007676627031E-025  9.7815817684267085E-001  4.0772525750658971E-003  2.3686842822113702E-003  2.1550125714836693E+006
  5.8532804374740565E+015  4.5027820835866637E+005  1.6316738981704900E-024  9.7795424525610560E-001  5.0445809750424890E-003  1.7384067170404510E-003  2.8478094383065066E+006
  6.7803725679032720E+015  5.9718198036624934E+005  3.8511758423015127E-024  9.7827092377928630E-001  6.2526606149696271E-003  1.2804430074953841E-003  3.7769104711346031E+006
  7.8543054020173930E+015  7.8901143929825862E+005  9.0210068139550571E-024  9.7801722351588923E-001  7.7353501261114650E-003  9.3955012362913859E-004  4.9901464962203628E+006
  9.0983368141429932E+015  1.0462283555496548E+006  2.1283832674701318E-023  9.7827874415476286E-001  9.5869025371981613E-003  6.9190462998627830E-004  6.6169291123787417E+006
  1.0539408457726579E+016  1.3820248864672693E+006  4.9835296021026557E-023  9.7797701357372916E-001  1.1859043200438090E-002  5.0759660659082018E-004  8.7406928485443606E+006
  1.2208729233471614E+016  1.8321969571324453E+006  1.1753252928413915E-022  9.7818461750658617E-001  1.4696175594309016E-002  3.7373011987466336E-004  1.1587831013136798E+007
  1.4142451172100803E+016  2.4287558598125804E+006  2.7713408406320243E-022  9.7836417927150787E-001  1.8211116531265965E-002  2.7513947241732833E-004  1.5360800794976665E+007
  1.6382452369154708E+016  3.2072819914620900E+006  6.4849250718247453E-022  9.7799153968586620E-001  2.2523683840904265E-002  2.0178518654288160E-004  2.0284632382921674E+007
  1.8977243927634876E+016  4.2506509074588114E+006  1.5284456537968838E-021  9.7811894306313459E-001  2.7907732297243375E-002  1.4852195943765291E-004  2.6883476811662517E+007
  2.1983020549904205E+016  5.6328128406223702E+006  3.6016227219800218E-021  9.7821900126605084E-001  3.4576830629221443E-002  1.0930591107070238E-004  3.5625036419618526E+007
  2.5464877531230541E+016  7.4635493774779294E+006  8.4849023313426747E-021  9.7829190821482830E-001  4.2837149268045001E-002  8.0435327352453079E-005  4.7203630923922030E+007
  2.9498220511075119E+016  9.8881340474067854E+006  1.9984494584340919E-020  9.7833786014185293E-001  5.3067657013874158E-002  5.9183257388968731E-005  6.2538050797724659E+007
  3.4170398512730047E+016  1.3098778135216066E+007  4.7058112440182827E-020  9.7835705543605735E-001  6.5737389438776661E-002  4.3541000250853250E-005  8.2843946944979873E+007
  3.9582595637604710E+016  1.7349757760816684E+007  1.1078174803595939E-019  9.7834969435767843E-001  8.1426801816414357E-002  3.2029055140240761E-005  1.0972950275269957E+008
  4.5852022382075088E+016  2.3062311757088238E+007  2.6266095070800659E-019  9.7881411504812647E-001  1.0104034158827440E-001  2.3644854527075751E-005  1.4585886652249203E+008
  5.3114454033655165E+016  3.0538701371355221E+007  6.1801557027165280E-019  9.7874999976015765E-001  1.2513830345173741E-001  1.7388714181609512E-005  1.9314370623422638E+008
  6.1527171119853081E+016  4.0433391857629215E+007  1.4537411636840229E-018  9.7865981129921274E-001  1.5497271705116404E-001  1.2786161179594378E-005  2.5572322359206831E+008
