,phi0B,xstar,alpha,mphi,A6,lambda6,ns,r
0,1000000000000.0,0.9999999999999999682904626574558665038252005108177523635075052898345162871805696483254573567700418973605879499027692883582794478368,0.9999999999999999999999999999994000594669580449740318865707547517837057298995211503626204423060725564153909652108109829457234315392,0.03274637309220197317717449260725632039323666298672749969510360537324707601019559059640716535059514929710379544691072746584063143048,0.2071062481620184648254992602791383377008224413754452335476752408591149429495769302103311458182518708022967353756872912133885606031,148399.0074690232201755754999719553557200111535449911523256961645271173663790537524361534176177676742253466851028291211720878115439,0.9550999999999999490185587092128116637468338012695312499999999999999999999999999999999999999999999999999999988691444296960615315077,2.518832302980751715935051463335223465159300066033948213508558303953568627220747767228447957426754209886603592857761822146920611231e-46
1,1156703383396.315347562462382951976280790739574887937816805139151898068502032063100531033706624831524984205038865505353411089300361,0.999999999999999957573821257267829944321630718593083893210670075903241672611953932104663926246281996820354917126781201418749062601,0.9999999999999999999999999999989500833124324499454157725023352862009127035816399354699715329212515699864406994807278708737259356418,0.04285738784550628463123383148288348955586051655860470039543936692728665567779786496038643268429594533610779363146646350959320880946,0.2710539203140327072311918622941684056071545507456310406825559813816122897563808798060161531651581419042602948006333825227532281272,108493.9358218433870874986682467824773944940934121841327037886295428877114455638042292040622571354476737514601327212110109259289255,0.9550999999999999490185587092128116637468338012695312500000000000000000000000000000000000000000000000000000009012579362704500293489,5.772557259922412250231582593029917308834928826289308485146100294866291973966037935003902091680464743811968812272397048452249831006e-46
2,1337962717160.483295677707939055140339317295423040437433109347830390038537210663368889653345408862890703160513075123527996633447626,0.9999999999999999432353546106377103474581354995872896277727620897864715651253720332340569070339650379226259933641965109457359875198,0.9999999999999999999999999999981622782200569069252732934513698140955777758979024019545126114854533733923274531495158572428177607196,0.05610093993649385093722058295231476860327763542707432631108144018870384118582885034078782513529875761721876929751980029700598588755,0.3548134981512451246743191916154262896846177822944248097494844092273381334612226807970503521087970869054486965595476566763438393256,79334.46201776675683923158487410681475980194129482402732598813651705920628671339497389999241445682865825778695368482931871533025996,0.9550999999999999490185587092128116637468338012695312499999999999999999999999999999999999999999999999999992809251860215543388571947,1.323430508550983313346373121346810373568051925900997705435948208233588831218680007243381780264275344097177155071001059107202212747e-45
3,1547626001797.658301829333708475547625307907642121590445247321149305308758538890412364688099477554965806339678646215160279116273882,0.9999999999999999240510208161975021004676437949105917540186105938782873997508560444883042216359745541209043535579206099528047267434,0.9999999999999999999999999999967827749899981384104398212348436490746340370458390301348733855443527746796770953371990651393916397341,0.07345054343117364254501345681522661195763529268503861159323624779471627742052309443936788585638657527171338372149801522451133309631,0.4645420252392554216776366700616582067116693407357292040106927957770054375954413709839411685218175703777496879161863472881396202745,58022.80673273634280731658878908244008531720120139670240172266002583920782662803352640681100431510917209057994818612287601096305928,0.9550999999999999490185587092128116637468338012695312499999999999999999999999999999999999999999999999999999997689649126946538712404,3.035253056974094297346593334823653895424608130910880897369762791509551699830357699020032027505907134676061130730224586151205947564e-45
4,1790144232511.463421661875829132950594092285285946177190130884550932645140588204170638840306702221510437003843805914365390727498801,0.9999999999999998983830974456745626804904070014856161068851407628809796452395114383519540687471104485143135030944750560326687784554,0.9999999999999999999999999999943667586328925537240088321616527907622965712467058025538920097864426279565921691179618495934001757039,0.09618311797755213994670481481255037564345642325980368690456259875581657621981633222159188924412238358481589052966989932757656247293,0.608315450531505525586578448936680726500899228830179965955896099329168267399025260676614370536653464899138950593076761916898423489,42443.82816885883883835196014370417003957611512640890480975341511423764137087592210510319535717337095744216163860720813629369887078,0.9550999999999999490185587092128116637468338012695312500000000000000000000000000000000000000000000000000000002320738435943103542625,6.963804870470003892403776719218836072605575828122917058147145755043110632238927732930849542772628192738245862430084478572729026335e-45
5,2070665890513.41001262534674936802169509965816709554172806718391005708871923913286908823970031220937039860714597204773696854167717,0.999999999999999864040372948982574656073842540346182793415872478010318317455178067715446290280696660688440487659952371065015240759,0.9999999999999999999999999999901347278026960443419209159808583751704811391093473163659158697169223992007883830204932414738422704639,0.1259737967329643016171419794709747822225983563455238056993132820399204957985130094216680422294883609705802392514875650890051283827,0.7967282463504907606493017636093826022080996401501598994581034985894102597953091426656300211435970386062781408690263152958818912361,31053.30946019562317827563161528268130967653206530680919565172010991934609798038588423847226545350394572321062433335634161583417332,0.9550999999999999490185587092128116637468338012695312499999999999999999999999999999999999999999999999999999999301396151428840641062,1.598281747393100803241313862902374062984818281378850143237623319029850559435108711888958191839375526308441963979757651909258049939e-44
6,2395146241440.205457285424189962279590697710633417137391515638829532282572192130335600883844040629181613429587129483135904156066631,0.9999999999999998180910879666946291255153599911451165779980042328246588865968371082704598773276906818887891564616036974447277170655,0.9999999999999999999999999999827204610251935721567069643027069840159644616868637198048075472732655083409179863015430254453613152417,0.1650204318744487430470620160257203083335076473088706612172699718073345100296529311685269542013498536234531243430951445275320324185,1.043680850375814430075986282710260013091114925223572095635559561345441132834158290100440115280063793432841313783990162415733535614,22723.61215768225027139119691366242417094844926926646341909925861727311071666190352990784406943280314479942198113833664921156110815,0.9550999999999999490185587092128116637468338012695312499999999999999999999999999999999999999999999999999999999819189790705018831238,3.669546139861611583191995354790524299910317254811373317037018583895522337911773628079098992334269475933926079457175182303819789897e-44
7,2770473761202.854013109426972389683279402723375024231153773011853540377224903173403039243200826415416679564147995032491748292964149,0.9999999999999997566126577802110344350519703984080801462277233850917831067511191208361892175199946077482830113822557714018397340226,0.999999999999999999999999999969729039000443957619632556846292296894053586425708885869856313001698184338688678831862467391007988704,0.2162071211710036496521826234912791138185121776577688058098474582531416913248259569378737019084161177442027728749641145576967902863,1.367413898496765383419482618442811800358198305317919538666079271771390095319429450015640260191026888395797943562182234651665835581,16631.12467784223331798469830017684896332514654581392229565312091428371991041150526149138231171417616059840020710134840105282595938,0.9550999999999999490185587092128116637468338012695312500000000000000000000000000000000000000000000000000000000025618305026968055357,8.427929888801463689168697777723646104650213596878667571735254809240731503619536141369190083277147825224663640232160674849440807849e-44
8,3204616373194.056412595576571343211927439735923217315573220954135642736895579788869203611393108825822751794026166433893987033102022,0.9999999999999996743568102811422389997269322804601505834153997790472518861326814479987539408401777844332720378188022601007614346725,0.9999999999999999999999999999469616636866058058442780188423882824552681497461941829398163068207072157442729645513072956990597996947,0.2833190123418782882023615151488107406016787153240489084628451782995648085134393847749981973505404126788563722050010404298038395681,1.791866766859382118524162240938742255151673051876884544730297899090383038878363823489976847038568979883763158707371836395890625537,12174.16884465707204857833614709455419155555291647901338349102750625400593833614648609695181242487191867145324712275818844568275726,0.9550999999999999490185587092128116637468338012695312500000000000000000000000000000000000000000000000000000000189335497280281036313,1.936316632669613572949043798479290959688280738827725697043243577474928067512326442845499218480172919493571413114404918773406694973e-43
9,3706790601360.79393605712294760408159477943447413013195255768167930552606058076288880930829370980951421702396007458121933220247063,0.9999999999999995643015530589494037256553496836595785115542310971556994010495912063328422641626845910877928890180881359477828973572,0.9999999999999999999999999999070558872688209317062391245892765255711977261543321322076732095318740326906403881528971215551254383863,0.3713244998094507622788567283340881317981538876206707108084632855177396840519714295119070987894323027330003968999146613085387462323,2.348462340841247547314275829752658999196164506542479177370776926040943931165907730805071960291620424914761564839880074744036758575,8913.108281940500099980811800632031598164146886910084887829148508001999696256142324722631726562697367399597913157634304584548609303,0.9550999999999999490185587092128116637468338012695312500000000000000000000000000000000000000000000000000000000070415145734629408058,4.450165462836151045127333010851455988513302188001927939473799651898133590020851568479531997744684968647892889134023962965363455365e-43
