,phi0B,mphi,A6,lambda6,ns,Ps,r,phi*
0,85199418735316.535700348052322681767716067799011314452815804661442695332139451546520403927223177194063277274923574572583785219147282153888916217646306791923614432382447519754408228176676049633246711129005763490310181285639088506748453443161501768140526682612867042801031341642539740554114618135198150383709449753355310700136457139790037224024890966948568202048136445948442654426563834561311632145027272175641350453114565523081833424200747344632329979412742359652354816585935246695243569005746832995926,62.954407546680409910957767126983886331593911951894037682327707410219465027488072294961473859417583878461251941328336473777277635098013835650572927933433249986516451397449761674493495318174770770087110236783206168556047132115341331487267237372690545946736549480297650538447260265111459823290500334686766400715976267853152135815484365716034007808777283448219993405797666843488306239878847133404729754537420902197110080374767248578101665338213967733496926197161174487057360600142302980927362075059633901,404.95973429329475524179063358159539947587302026495256637779317205629634827041629248338095658287855394754910235857271412351854591961158838189070960687640265874672545987867308535382287714350432933117613900262457389402681565062334356265123728853332730232704948266264810615963265256751139499503747028689674457941589786439285297705730500407936162266857384823118141310744560027467981085935314173615401632287867041285183355419287184581416183224085948009037253999200360497028516367120282081788385779607662228,4.4226197409182063075069238338047475573025465987462417022371281339422977809668024490494915686881242728164353038005370790434388343093899414427754114651891152888896903989136597793322321970220027243870454405838166352478509359331618074512233892601463884433726598418247378166068664173821040305420067495751589872590625204967680924206712749554679774275929106985629605866765630321966926134890051007589746798001997785503688918011607770287679552449977627330706010740229621069446141800545015665070847085600505081,0.96529999999999999700780611249135671278771845839932304008950523138220706547634166610220087923271191721824567581628916308360786397592266614473649258917940496522400102515653294952940051667486343205554692393817445283471339162661340429142392018608435206833465139790284132917300315287501558457216037119158369184578328803955008292804390132774341836180991366593573396865946783777005794768658735379598570731570180228274854730820126270788244103257029345400910793370903515907163420859089560066058981576527089904,0.00000000210310516999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999590758482464134227893403060567886,0.0000000000000000000000000000000000090150036735810663331158531036661179699113297928946596325792476094657455767167268280402400657933228581617971664872514863941542912260088442683998904563621633714969704553668504477083643986397069888435529484435312351798971232839282565572359256095986567198296830425279095364652183043887802375839156559316030718416186684507795008878154027123398579706533377589109266331863091874790671917125074914254173984311540920949578960671181354345944045245408157560782323375793629253531815152545004746106182188109508627,85199418735300.674602769472545061358721043803258300855854931669416114656478876772510382487185135428525691846053993084829906045331489182207979036681186816635487685470702388608156452534490657076634585871189357936099605487088851929910514234148257536468301904201941585340623004785848482396220176294373726073278186369492853273062140049716522683484122923886630056063155608534212498986048449655588974599229061531365687389065427135258636445694473288241621273086750122503118075309689405393524759627504298076882
1,2657854335400915.9035715686859799423351922838014872346193814150121844589536748734070968840612929922960949929180381135710853464981723989280060026267627584129977189425016555952791438955303805726845597304085996715247019840106895347557472366997939438386213862877334079245947490629915107482883073470862641233451614938246887081740966460881413851920654934669694257401639252722398222721046618206095952435759118714043094465000906597996713985376494805810996798869271292780694196824559256294764458924306485340115,48803.257952129525370682607634585730225671975973575666730660813832402542222298565274507126864276884858923083368213842316547697740650570285792661176866209060557453533667546598013418241250369513004872577706787154444378690522618027755958454999529448206982134775375706486953381334427067824560293417579781876411704853529122759989614792147561669189030405282253731065491404287526579423472267164611188488356172674562097996616617403544569405961445204099072189052260950669860867619489582326533445444946351154923,310437.55828919849283826457351969064465308921743789391946581487969731955068042129136081023629419981886096867744381312335317760733186425561263172217128167136375111660200814925906750987233102768178399815816067159622132287676593388407307941544029818384957675500613176686995158964471519460495750678589273427347977884069424010618632901458749341407812809683900710472007082905659654878195525886520838628524850078985836293005240112419558121224017994114613147740301650821297170761647821837783768367257900889666,0.0040827656938310862050214374815414364864898282797852826507406032556033979746893802423840230105872875819965554142677621256039630625420422321652620039645718418628831228771063333630360464302311342756858416567759935556442939759212224793816775023492824571631573440929974918916113440652663375751478236593303195639127269716095320575869803981780693701101730841175488511487265457742214602795698266031787166928371207408517083531834993857967596873481987314028959755235457752011419472130328061181412649191799025705,0.96529999999999999456223538435510189801147859740767644236697251514143915199689728145613208147610308026139542239588559790207740798837948033858760869581946268461678239001054705192309087393511564828470860388053297877184887742149529516357134166362115695677928481827881776616986776742672392224361439485734340899790781303945403289241579903101892560176196177463891910762476394047541585540301176326150420362091113649139037048189299149133890637848606464925062624919238984582682954057570132444382817182298046039,0.0000000021031051700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008928245312947848668920482137574,0.0000000000000000000000000045822668598806181736859854121753729734534111071212210891142416330900685395153651008652652652858139739722848016059900775279897938466155034585130296848658440063949015557070377700754479730800890204088897137782896710342074399141880033146325347280149479424924828266611531988996781331959721879286759875971604080939694551091396199035925180240409710118490866074574543331640360581424413003659787580781348206048488629925290848857532327263249131385494652017687462155075330529342012481827222758236510317928309339,2657854334920864.3065628852718531528501573603140536004149115283348874560983952120150390439089849859802112662208983380798163974556044983437917998566176345844407819482614134119345033259445439882693688368137963588299728174168611791263324377348507701828140164778476040054418522731392454755256284979762487611757834511264875285653701242442533780671635363708389519379415809960828480452606626432659397463791214920060478980429864125024796157579389657154351987295494694703043626813263508532360477241964574321395
2,5260641814535229.067372388761619855695773418803566272679753809831128367869321144696895788597587105502133910298055815148479168647662835484109463872384493638025125129405128884631604333090148627065014161370169558233155545914068320364972495844715623203385880683484682415476587709010849650602285378308754950065735803614064561034012804569294482564385629074778796671770726687493285444235063852439050183679623328057800969586714336077824622628731844789564009457659275006983258925116665330836986858516745989582,183342.01366581505038298390312847230589953772748718196737416417088897201987337856926580754703525353788405123255646319356068830408829625801931516650301655777818543354535659674139347456739932984467879018271481607931485188189311017452927334698377657526612041080731548281807594360210816856850363439798820330667168672488068867290274872900813775070553421860109605823124613988026448330663017756107027389661851481454822685898655590573767884434773366988655572275997564918056907495992800446552778432430050195486,1163302.5538078075992711309741822226794462591701669307265672598633759353573982020901357747712529189819397894021764756087316977535859023178783486348174851979847388068098228341132043929209799011586192803084848989483922669381113538109924862674214497146284324986303322286292168888308758014262459955332523274662988943268333745042635763680842920177387277705608920139225120644603977533138931649660502043163001128746272042925086175493833809435479168417481008668593516269779926792016824730343672073411004175625,0.0010222740477446402671684185247298822534936960790337001037010248040475544420744306764216412720058640482101342780846691717914585030854457580976898881664007718078851348391692012054986678375151427407131261583725006205263374698732651308730661604073167030890780406981446244283062283522082953470556533131095059075113441310592419207339252840092334156113690607672007762674720611580399839875703685101033012834567188881719304364708661785024122458909298758559548553232332661512396250046146056596473860977032719515,0.96530000000000000363526102886732931761925016010696440862145474403731246567309533489246918863859215696748199392484383927226677592608559602876706550273992440023528000274818869764556763918297114901976952855552607692027692089002205756495709307868752625056272430940806617465655176541774485531043854771909398536052684622190886253636357111351263638125501507373221311958851979418006327455777106584483163660799568121414146649045800253176121002070692227702297585207323023650015023907645942164424756990292197384,0.0000000021031051699999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997618206637001113919470657708353,0.0000000000000000000000002466090699571238677391671593559747603740141253015612575107123510942633637480153427771239810407755791699186248712906696236338675811335687128882544449358928152325937065540498730690195792709261228020916020648417019425968980473959598615993457696849998701470123832692196091450544889779905380337544907551440865422730885519848246372189948872204412612813410534574907498313951039562350764109971980699716561224917387508080841180659345514589419290097353829696759108245705654719500774837173461058375390912648619,5260641810814812.8883980387614219883509948903455940698805470846206278277942333510581663615401248340515275193435554065718504603263480137745876048513682475795204770619112565351604064281380180183000260125595606438581284302878320515017844320583391526807166356981983592923495179388113582415507041978778905538070252952781386869334243606682301931492159718770193276489735892662562383221653764877462798732318503789905594573534957412619795875750932232140293220318286711062285605260314164090085357594056311674809
3,7875622505790859.1600528186661734016893598879235960061458134257744014941598995821285866587629801853931598884574761818844727920972495002437330428832619019681023108241833930132852314733535180495847074379452920911472842055256112933205400551853793588552297080786791659160724390225891397499902022830373877136627665793324949769149969162923928780248661232840634775512466031957989992385480042958924764196898626442885238891028598254912469964862798582290163730853742717847348974855992063585419028754413321901094,401049.7583826739901324790787319387855340267591151499990470321291641743250128800330825789090289262584895043494918593353223884769189502743523506987169970153929990598599996074097107491089538697404549183700311045868576568636227904248503654680057769012690301753063483385125575397828345045035531206213585983464259574091093417435290252589348721500940947902119986093054173199306903715824085422794464196276573499729799317471538104867162172358589377692666728372770883296069218322899813858014424538228039250627,2540703.8969975764194330102046063161859514983323832443678193363785291382696033492376605303045254765020160317410132295563678399394662629464997359842500674082297826629638977789280479234398551028312578201048493274038298163560710534662668363781189072462488075360811683446823707732678013952232954714237871500228019635596320918225162246969460466678014918098347719239183958171646148331086824867816770036737874224535405477791808239093237221846164650867006835090413252210798954297069413267691543680117458112931,0.00045106990127531013077400539617755432807934231862233598460537200454982049019888013325118553246259483677824885414293779369996215776002323743376933310323181270381637060679988581846842513732912718359455003337426169524041042230128324663607247930235797929898860544112035142917167277891771062298701750659175528226441185159543497542965820683988682850336078816047514949512136755517766011745472419443866851590076926136982626125389330996360508671254490426280201345909914567065543370099461697441783910774241255978,0.96530000000000001991219723231135633808999824358309563505723985240715693138829947056675555849363021841575008024478542293726360727632047554054062168668442562008577510550740619670143037366883493855826619598594619229862314199793513613889270527437609876992611535049063498425898489997823111872253099717496655465870756135430607090178949404212887430339683886552765256602234390762674622537881968794947324224016749165400486566026145117339211434041898704193555650845430325473219731289106650456952400241737458928,0.0000000021031051699999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999166454606967282075082224854534,0.0000000000000000000000026031195944642059401451054892301134803361260962710427602252070824401385003271504454934849842735860924848259914708963398474891960929174472749399632944120088074577327793445034852464441356469573829912430649961463282387839053070620344552987497651896240378590695005735162340375745578782764552994707806718221333513494363763740420976366845953955321702051858372939113554349966417546907133312716827044685135694375394271197503258183229687147173163286884342177711008921346590268534714801922131746377150989345253,7875622493311044.6877384914991650388746361933984161457201567848061108044918953626675666342069923236518058559779544120459005924745963450106035081834565984096092030747331819963015470676306487936304237924509465264776761293966615382191015647526060382857730036106925503601548301562584094317463736699145903798830543892753109967477978548024904073263246285306749307051089163355317769595167835394329657433647669152981089717105287052671247933373782684449382726308510469868400647164206984858234276623013755179502
4,10498553128349998.057263816290586460399560646574640603063820986229304960827570186380366620375478029095845877907759593615590374079667758632440831859689765833676794759005667612203104536619692494506210763019026309741608214486725204248772427147366644131367541992830500363005122433867390599267615804248387621623456843805071079000172871726631875448954239347875126688151531255436288504105514904968994824591493332318492404317717512597097189463344509669585204899111639197501584242056186462500460953213942578617,700579.15015968746917345652898044562554381191657440998075036634536920872091031696962777399737228548131217805766514865206503597157744492405596157166672636089703910901807679326437387057867455694463380102762711832460472116281873069195295987773037363679389734625325904212596282176575483316811331741867197826964039054007476570988393266007616071749843202787251514519261726149124850593498661041236102780772958900382250758550791902617148983518813505419634724031317358568603063957560622797603774741122434740486,4433210.0890506055021991767282865272169602273392458433283505651633507035891606327000746898285332281073670061365131783866602115343057048655173738863143301969104314963614521625414431495482960200750222203679779094773876088384539959151700060289588477713425602376136840898831941269120609027538328266773781442956419000428106804103573120178414680397625977603886707635007792101620936215185818407670549306462123159782491702454284914697269850556121150936462997586959980235481103986238468363216038144309835984216,0.00025186277030924521173331669031018738430457891219547641224314842351641388083582275016799676190497199870811905227916460165328851845359361329836055101552738447749097600288976025577714600536486159783954431193465854974846748224699449695105819382459896388505913052273253819162717466518790277960072572677321821466447504589014831687149020002651175947949096545786594127252214381521714964415557886335139651364043949827437904182077030631767700116333545569970957993548688041931282969593229889705477727942181455335,0.96530000000000001230374744403683936627631976419056499070642449393354357469683331312435165621426492246195587610462688957249664353589472026685526243977156354643467296956439939277446633207760394162882698433023712226064916349183770853213327882421351791922278636039626014945375338779686483538616436761954095477787936720886010065349142653698386683680523310489800050190874223970662257882623566281526042360539657735615590073351879378871783862252446357248338113366748483402908239549860385383669973219425883354,0.0000000021031051700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247750539049996219744322448655,0.00000000000000000000001395780013873016014770483579933974276967859205082749156289870455852568728561771589794141008856571987707787126401343957917171145694666964511304395812439088489866851256608629834008619661841994189253233553751927708638968440234306720760308970262858567064598597655897287092830817488809044442609006668566126783406939713056959771399770294335225380121265961537323070158552168135216296798316707093068480039734944391563894259032210128413639899548708776151310952301763747433133398186979832684692330686278528628,10498553098793119.108532500443686158276552303975548259156042592346062802098500204676914628389170151326454002677411220807731402336943429928429218452693002731528384893984421444095858113644346639712434760057204565394075092325147125697434182284832400294112833060445114746440456774431245249614636266615831683586521525309453166318580282991352898639919347939918969509671058897558777864802799760827336657571446272910063272723268950805596847155450779190925907069837898602682081573393075917076779654762243791433
5,13127402631430011.156775471175704981935381979752098658431443714958191286870591842392578093582746715277758658041914469334653555354102829206570186693943935186296854183041448760817947978691474852415990764750906800250073417428164658273387716285033205149131501544852350377041391141808575436657909150547493741380800436337832491181087772596289525963389587770406052126828023564436238915509525151316006316846366285356440748202923451438974381907156753572015804580348966685026941152763003694725339541084307281079,1081013.5800189141797247622885403175263049866730904626779529243320909261649153963302094257583680267573844810799795180909823999456428930780561598972874389189325905702268438062175394633710758452439630108907292552092102353469051975035330063190451406446081027381372704761781905452078765393489684102689947236325205039345786655928115457386301175962841771154219570629539834613855322633051536206491615038820335795104214360105823055200788291639970200171882497703661543460320330127476537272731684767315520450589,6834380.9323283846956738126985629687703342264435911811781295559766817401884440170246473478081421248188786989481195222773058681661222303230263480431496665462535952886128115624941698913941649889724931933672172035102967379482604123792767846458645070172916265452731420074263045295104003692910232857450814235563506842197576317829156639399539842596096898268094786014158022518654574547831606373984178397221855746091364056186940509204801588821525256913524759077741202994074229386908740998030816261848411096736,0.00016012456346325786130190028197998913115927680372534124714107429993734313351862302828345925274400823671594778915315035981884232850667294202091619843321436535183160452807333422189607503790234051400468911941912112248292562883810975987531824424004897532984289378383878582035115098798877699795321364723824787107207221647450321821667313453569026252782998641993927364035087855042626088622135448932618718050530863003699758721717501437876988817832660411128966807598824291270618254700395838283248614460050986183,0.96529999999999999360771397541658826895904288159259138150947875321016514068752298095407972624432202059563312060540385010533866196383383122198882990370058429983997048701286970501371664410147178874564849240089705219572171326559856318418647098893945679079201892244936333229499890740618815733475805506558036761902591556203685718319102942226039756156194649577380925513503514302939626142187885053991750501014848150456498308852065234837522230584050311795133331129794250712495596338119742086762486620294602755,0.0000000021031051699999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999724485344992895842693431539662,0.000000000000000000000051508101716406713157778248619578115535780713832260521711382141553252591840193430113334905185466907586860585710629632243776974668349191028709113228981912615081931082893832889025673075947471638889383378791322153230577575428116421428632153509608978785840884376700165567525813567999666634751096677148280533202717495430977248968961021017106589091227559232880667900974592071387526450587437797974920484766505991855721795457506924474381924916944408081534610897561017352686818531648728168157420104503228462509,13127402573654464.66838380756259577707742240551045147348218099836935731442711870480574317221016806128676835639235279383954170999437813960718125553407742919461509920453029601765360837812325515690561499106295865155222709182029012514841560066618148342924397371072931275453472110450271616844595453833262734060619175308570033542701053391528837775714599033531086716068467323011779526118066262222430334832454119471612420054318419415224375402620628944087230588830812204526843323724402345415171210600011407013
6,15760970947125632.414597838724322558543972260199533916790421350597959352301942223262230244774243789509540511050475152353647459848333463316006397209284375498440112183462789923565083738227235448847092475703183691928811760764228649741099856811172311410626884837996425307045042654433907261278412358047875473157850075340787727857187292818211234618350340981181070936246746547112979262579536661086648537136479509871759697140929016900944425553595571589741769697199297863932546289586053205919958424186793410105,1541660.0526935595435235854445830052793685494112115728868596552181355710404481668202345053942807304865143755979106245422944365689681753308759767247924190000387482590980711966786215161716166321642318650892863123765158262106278277439556954034323381675924163709288802019234513376820697126811860709286398004379975480045315102772792953544045896656287053199061806130873084746255020444101260653837784574760102374804763042821785564064731878702184208517975742979078901554198216561712904456668531116550310388099,9739333.2529093660836122269802905905702869532848356751537697336757307626599793012861228604902271216902918974945662655934636056630940624749566327451648556403542344028013726702027405987867753744854917729898852896479072357191897061003898966518807375551695835417951183101749789556468109382498486035306682168856942804915698406390094379303936151998989733361158056310447823038000177007183036964630923336908282106039972485287406001286113740755441482854367321077278366134993533089034255270026341807861621426231,0.0001105438508706647784536291165764868181553309429320954601102730335687098852213717969798407356975481607928457965895822297273908666377807210480798533054477385692192441973163327110978004489261919389781364188003505728857948361596827740925414741990948093977647423297620932181685026743569002562786018537217725802518476617815315683809531256969565165933707708993862007559898668887449630804172831609201625836340698628751060751745494287956686688962424949646076649322495666831786070492274478359571416914124744666,0.96530000000000002705763796845980065528488546134786879837628659172741802574933995024348608921684456278341328229228858286999513736159587588471773252795637852951966863491341357836643807853051082642803227910590218319096961794664991028359168020827586119454605044883490273916204537161905163855388010095261338265081910470389651457196285392684708393725539137160221882015352831118305331608922568727456412085352909217954906486000162783617733803728140453196112237504071513796267623206678267769204888837517251312,0.0000000021031051700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036316188886054955703608359429,0.00000000000000000000014993557016956908378271351076866444035045390151928098494271534149601493354237249181067293697405225439843211752120890716032124524783862855296174092115551959158489956793887555600747397852329240393111196448366493758221707943155587824795218928484404113766240954346995445136970213404147431595157187539672618164895364133102000568634514384608378031194674677123151090943315436241368116085682478851777933582848585528498743992521462274768331680141925933868266027903036488526725584717538448418750793914769563507,15760970847147097.530356934542250782000878748983460831905489206714785967590262159991355915505260775962930296939920647429689781222840527776014584954141827633545737363075007476567016934275412127365844927260502475251098266953787126114304416139565681022880990239352958065267630665240822600519048971810243688814476047665583175982958194041135639728152291914671863968125042537255652114186153314449475074314004024632596228841503673925198730017403804576413289278743750622365322824364385717746591396275102729254
7,18398463828859974.673053870120513848463368751789200008627928725160869578229211701299584536546063635139090206121001099393633932565460610253442760153750313382761702317037968965090914724361576904850143451160741162883848287225170584166030584302910767081179936636420182834577812333750436796547229005011274496535887014933936709853283636184581263089992137065005397089754337104290663019638728655471428972424365372534096649449619208545262218154266669463062928615094805741103472404251147495585632627313245526664,2081962.8736626636574196022626600624250143651783997936420293875367852207109243228664423204013375351050021451834727746558190267152937344798945457484904796139842600450730058247587512422351831508225779038771999050418901030841747117170676545207037777487419300472749770363317719742373208543391024563721168431837724453313059925418309927566147643623919639004588061527354318922516234016322401037031167262816477629109367638564821973221389145778676114062992143917137973008611849109107437941081109085005760730154,13144141.870837169168752163600679244502887116903938805791134733988679185977169185696073291379141034836289901025507891455526990488944459712935082452772976522042675497672907960123808146789593666500364753437497720038240242514241000089239858735116172597275526942416434892594022611682755584828391031099715748297637190273083615718056471194382794520528482388699365909830399364598008690198996225302167261258158499622718739880875100209545693514025395702451424107422741429242784951518043897934993344625095028255,0.000080790459475741161330056976190009376305379512478708947768929579022092792653718486352383293090164231717054674180407266258588371301136174387354312500465201249861184663009375405631802906401209053622285423973960575522652888526869380539651197908571264565196465477825782166135833270264176624714315873248808914897419377369127394569120274912846128167613717161298069557204717999069599925878028627818868335037371259476264882779022256700061671200754455826733339583431060185747112671310501985367541472887970974511,0.96530000000000000966485462154615067950132066822973521155081739998291429750792025279768835520590856498362359391743617997593414447532442627142376728776290616868996116781217955994733655049115992046156845320219274574437665208124277833991487227397374769031295261156061522539603297096850021055207498242601270214190579105588868872032641636412239226889708815699303904897948394970025098600029559285986036849442951991799496027091810302754006814281289873361356187794212579328893011429755118113483653338287356816,0.000000002103105169999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998812903556799476793482790378,0.00000000000000000000037038670973762689034742257773652099976817023939090893579044254741938608205531742533906399743668687257140501602911086742980744512825451429170590854642649366898321882806677270966535422851300473670304040299741579695730921354514878344511523932023750031201182207403586541239114588828427441216420788738049560678062672871665907328758876738562231875633552394551423623372538862408920402811094840179156025672575567579558408394429249980886070183074754712923167402203470886242187553367674528087957659045202660124,18398463669836426.052023204255709528877842685580699872241051285285664497661612573520104196270646067086355330536280681920047620068383567923119919216486818694323146656459822274048341105257228398275034237716358069529484622122518681021089773108337445214509897374509011912597292562568307438179407695422134469411203959477522566740433112115834379450777956809552635076364186804984894555302590569983532060782069939270687433218826267341929259520751656585137586451431975676511152847153618362055560388161481439525
8,21039316263765774.434560509818035192414823521534131194043699812808431548914511533204486859214074908209595453346850850238483056099411724336373594394826143321381239042599858212998408865145143524083129635462577719231592529870313213465025522238830634969546033795334985919048997488246580141661834708107678533561005793716818538442863438891826313546250614631864341499100971642811443529548954958962368013610973534796758675722441582889695609264557603578522332465091280533433955642686471982430540615352809487842,2701459.1897493322154964268039078218386905958060481925715326275268236023609870178011260417545209698602103507144374765973651170995129422364398849245571335766817185090106188410916548844964518431043055918009741649750848997218367778560778814001040182629899898294157785611632676518907881651066153276454207852886517736280308028754316905614219965179189181225729284415556237207980312793259745679359591146169851802224309859870761823902359090757079448588204743447036211815153490185342948952588516994058588933792,17045530.509728833936826705830866481285717161056254072976978713733927443743222200866030577051084012893489659989236011727440101297469289908120399789408203270699079729083346667612714692955124092303959669622850149157286685474745648318098390716027965827926762777815663231405379941543464117280019228309992249001914309780804046287974015930827123983628530553992023221741892293078738591723138062785449261527850414038825612257497150174908895578300354618296549956917105258794695002182763237462557818887677829278,0.000061564244230643851999049516008773485894842885792844508682862105500378637237273105076334254855704133742372064615174328547820885606104065671914492400170103087693071161693900027697334706491529585578115750232045713012309529455941061860747483426408680146394396171545027685056879169484717113716035314945077883085837731553367543922172655781585654417931853666755025229166590548628630940300970117527623438451362555904762214293986283328635766095125361519691087664398401427799205250334949919733003363551541253838,0.96530000000000000888756821488002516468583532834282608457929070232740900303426742434683261544627488556920214736129155129964954179451915556570163245833463152239834068588990662695999145861732779453573689003224405633394344161769570782572304135437107484691619780862467911487577715295170385154496736220103510616487645135823561668742624612785543928076476543610977255888776298881504251388442847760095376661550030736438619198743673700757484725121581232612140121104972029837520572717249890859457458933655059433,0.0000000021031051700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018713880568414363603843925838,0.00000000000000000000081122570937158797719563229999943291911621521783790286005970606204353896411856576930332527145735630372727161811888296804631110000018779828742059197754949154527604588999995405169385656065675536907334445112479147936759220987043261921476621236883428121591975951076985575858599991952968295902392771813538792387936960817768637129024080201859923603006200890039985666492202114661383904842081166110861135577351475270820645443098066957769512397429828025848330328168832757344286717271166485665597428888472031852,21039316025984993.844915387679537294318707179390599129559783454837810052442903796644999795341293567742504683740124462232211883573673753956620886135045035612652266551476116696779785729272855009785792074489949772968239994294735047166306146167366826718773017678794452704281553777882778462480191724671391875806289228756894028820966988415594826235753158080631458746287569709289776802342660542007727279736923544057700874447816836580297340425441200180331607819076642541986954622138214451291609678351796259613
9,23683105571044546.758110741138935594505547730046371026139577906327154701173176322606832169606407521001127561990508321379921836738480392949077990677610547462386120884043126618611469455406800206875658880389857171106696518877740795586262856391468560909788305806734154043722258901974015453588220180614543731795289636531075225810556175946201306281513323740683630290584197345804536361874435463003393062134963201945038733296840013766508106805998463104903900400815375477308722211440713054677270208582045236303,3399753.0543035905618342749915176058877351283414977065784106195472017946584104553739862332721118293658783516438805893955087024956354234412838742572873119020047162731564608293557464189051412441553220892935014154474631345133352664234946511834869209520498598886645113649183450093015048993780192001396224672335436676751438516084865544410410311877229792096536721883386348771164364829260888536068325926247051133231726853500270298258985280769200878762957505806543831692747838095460264080295725620585330802789,21440691.230691926359955955563786407688495674854955874656520487542847601189299898939861789636637493647296622244592311214280359181700139205374158062736743042128727084878590562313094681096595997454569837605727119980651961965000250981796688702696381376060716408606366052506746392244871339818344593193374878169221674843664210742225341953250375134927514876075744963030139405081340374731127726694229367332980437144391422043842755679189247930421586691306202258083916054636488608682291863493972385099809101126,0.000048436197363428035414098215879488138067445242901480509197379827496144371171618545904149900889608477185150652850167433064298689492004062691408072271981028964919064370329070490486715108489033428532447646386200130943749219904705180541595820452025982068837563268294537471398679013880436190384936466693888826373359755201136687773491527705531560968516596991525305124172750713039701354600570925383718385281002429549688838604286698770096832686625744076033700769521784768786552379200402873021693351650858785044,0.96529999999999999637481514246233089046613800443491661023004792745615019326089353965852852392160293171986624462352281080438283573338845158941273458457077707014940619259422964659759608037707600442786586782711613859292317778193414132214640065455958501021090070417177892903314878748531770232670283503224481498382250715535812194133420364400095446853278247827245038375002431680962027962526592159380940249939760449031177127591625061003656990984118235091597259394621063168953358552131647851725039242592295879,0.0000000021031051700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028598778680359096813605684283,0.0000000000000000000016205285447483728646059421498014411516417021452682462874631903127774762217873068777491992873164923894137425888212677708123526853001945168337718983390401308469679443925186543919095767495069412984213547772973427532347219620661074576095389482972749382602515348827283911982055095188207149044820342745762772986470795014895950864081721638181247514977384659047590794203404432453817154939997132770736939670695576303193728023037670097667972699597905025711610252581994262569451269905226228073440861449127201392,23683105231913409.177485016953875432420066488944146769381158559302686763223462249506667137007925918049591436849077941700323534737377245854725000939443182453441313560252994274589020803391588931524646657063144752564423721017181523036235893635141639149066711216131730698065356001446281858923697987312018508174275394827054413316175420474545852386813722890198355814535868318242483273607923569166025863121784259618500748422573218942995862116744944428472499857388425516036498211264608792108752074502670897808
