,phi0B,xstar,alpha,mphi,A6,lambda6,ns,r
0,1.0e+17,0.999999763413736,0.999999999990626,28458568.1285688,179987788.465862,1.28967664673839e-6,0.966499999999174,6.99944933715252e-18
1,1.0471285480509e+17,0.999999740588255,0.999999999988772,31099351.6396577,196689569.870517,1.17224698822326e-6,0.9664999999988,9.16516850596716e-18
2,1.09647819614319e+17,0.9999997155606,0.999999999986551,33985068.3197367,214940444.652153,1.0655060941215e-6,0.966500000003841,1.20009072379277e-17
3,1.14815362149688e+17,0.999999688118305,0.99999999998389,37138852.1627551,234886725.035261,9.6849251294287e-7,0.966500000002489,1.57142890836628e-17
4,1.20226443461741e+17,0.999999658028409,0.999999999980702,40585428.5496691,256684788.059481,8.80314644835152e-7,0.966500000004157,2.05768104271141e-17
5,1.25892541179417e+17,0.999999625035472,0.999999999976884,44352225.1114261,280508101.294002,8.00171729672889e-7,0.966499999999968,2.69444057593696e-17
6,1.31825673855641e+17,0.999999588859408,0.999999999972311,48469079.1362923,306545372.319017,7.27331772099648e-7,0.966500000001337,3.52831476009616e-17
7,1.38038426460288e+17,0.99999954919311,0.999999999966832,52967909.3371548,334998472.799862,6.61120497290495e-7,0.966500000001078,4.62022842005441e-17
8,1.44543977074593e+17,0.999999505699841,0.99999999996027,57884473.7923865,366093556.681259,6.00938294762236e-7,0.966500000001394,6.0500917868904e-17
9,1.51356124843621e+17,0.999999458010372,0.999999999952408,63257868.7501464,400077890.347383,5.46238549848194e-7,0.966500000000804,7.92258478962284e-17
10,1.58489319246111e+17,0.999999405719853,0.999999999942991,69130428.3553935,437219218.439801,4.96520333684219e-7,0.966499999998494,1.03747175045911e-16
11,1.65958690743756e+17,0.999999348384372,0.99999999993171,75548207.2259889,477808815.936717,4.51327663236475e-7,0.966500000000827,1.35858279370019e-16
12,1.73780082874938e+17,0.999999285517185,0.999999999918197,82562408.0112024,522170516.825707,4.10251466081452e-7,0.966499999999732,1.77910871198239e-16
13,1.81970085860998e+17,0.999999216584589,0.999999999902009,90228176.7929371,570653095.552097,3.72915102916409e-7,0.966499999999066,2.32981881313282e-16
14,1.90546071796325e+17,0.999999141001383,0.999999999882617,98606146.2021749,623640026.544267,3.38978205566936e-7,0.966500000000407,3.05102492524474e-16
15,1.99526231496888e+17,0.999999058125906,0.999999999859388,107762462.155971,681549653.313216,3.08130931056401e-7,0.966500000000986,3.9955152751014e-16
16,2.08929613085404e+17,0.999998967254583,0.999999999831561,117769526.394188,744839884.667172,2.80092009362968e-7,0.966500000000901,5.23243258148728e-16
17,2.18776162394955e+17,0.999998867615957,0.999999999798226,128706609.069785,814012069.07269,2.54606002998812e-7,0.966500000000289,6.85234910962848e-16
18,2.29086765276777e+17,0.999998758364134,0.999999999758293,140660051.262444,889612275.463217,2.31440075305962e-7,0.966499999999266,8.97386076375426e-16
19,2.39883291901949e+17,0.9999986385716,0.999999999710456,153724365.866262,972238255.864106,2.10382930751092e-7,0.966500000000571,1.17523090759232e-15
20,2.51188643150958e+17,0.99999850722135,0.999999999653149,168002876.485957,1062543486.12687,1.91242542209794e-7,0.966499999999669,1.53911552656442e-15
