,phi0B,xstar,alpha,mphi,A6,lambda6,ns,r
0,1000000000000.0,0.9999999999999999843924103503290699318614476557333005141835525977529287590048089919352807375840774399637509050959364760476261551599,0.9999999999999999999999999999997026942436719631646857113548365576202096881387046036626424731982350299576273786439561935332178690124,0.01601113690145273411760856310355545111984923405803908789748518166379151053978168447957001353749232935844624723484110474129152520137,0.1012633210747230943640856346315991285902229651776008874893518728513592722688062120808218791684830615406851174652269992768160443139,72558.77827862569879311768349290263916998822211718088096367797492012355213123945298405177109806968214285655874877154601988845055265,0.9778999999999999914734871708787977695465087890625000000000000000000000000000000000000000000000000000000000014269164729849325369551,6.021673235765594421637275993630132483365486933142484948788232283685995161115723968822542868258184225882887289692032295312369206977e-47
1,1156703383396.315347562462382951976280790739574887937816805139151898068502032063100531033706624831524984205038865505353411089300361,0.9999999999999999791176269440004422127719724446230206429248855275225606956473598290143325092051222805014757500696333679254663968307,0.999999999999999999999999999999475755824621265331568678181688093535601439728720751816058206044953844493740811299637558639437154763,0.02110541747429584991950811577981325354090458251497300743756506942522998282542711499048142985755475736610991397196444274358197423333,0.13348238037498621305410604578466846484378618221717051039679019132834023743870435446947431152720810114170307063827539327610000657,53428.59012322093194198436487928027127290392429405228868851348292571921533869978458960155206793910024863266988116417783699581908893,0.9778999999999999914734871708787977695465087890624999999999999999999999999999999999999999999999999999999999993251973061722896348431,1.399924935097578849495773614284611085366158982093220578767910545304517081442220130944496571751792156184705557300255833620084871044e-46
2,1337962717160.483295677707939055140339317295423040437433109347830390038537210663368889653345408862890703160513075123527996633447626,0.999999999999999972060163405235958308452143817451959621484060131930229767723539938528468586676151751594614342308619855859237095559,0.9999999999999999999999999999990755073893843792817564591347263040837007905888689887918086887087835757548033362831832197126591453917,0.02782313186631703167151355271460149668644216390695697663055439126674073995991679307287243602884893226933091997679471492115209712701,0.1759689366735465921802147123409912017216034407312332692055418257237942387639657744660230251309618872639270298173679517125943710374,39345.74359649483779231005212872610971270102538359761038155875007371727957682247956627232685328983106337411556360018849317673327133,0.9778999999999999914734871708787977695465087890625000000000000000000000000000000000000000000000000000000000007405286996933944351306,3.255164157648508587427272730013330221696618744157752508274914165984487623757219060489717650430750227723221773586124164538456512813e-46
3,1547626001797.658301829333708475547625307907642121590445247321149305308758538890412364688099477554965806339678646215160279116273882,0.999999999999999962617540312649585238189878674974915856284848518617675019539789324422138477011078682193501843494861746912597802897,0.9999999999999999999999999999983695320082852608873721133132087950511075392418457734142381867892479625458691449108944169295530661884,0.03668240850810144587622509768665579609844094033157084407397945372349959149702492530841511028703708712190450390790033043233373262381,0.2319999218926793814975808042709851835191523574040449163465021425829675822130281062620410669942502717337902236427322999113000276756,28977.54325468363931439318612990338227986773878985769168138535076822110696213454110512685533762822913032086165100749831267533904454,0.9778999999999999914734871708787977695465087890625000000000000000000000000000000000000000000000000000000000006622808722343376543977,7.570430287462668871891977186945369580232989558622386197402617322301829244970873001398219939531866870402990974155505993156615430746e-46
4,1790144232511.463421661875829132950594092285285946177190130884550932645140588204170638840306702221510437003843805914365390727498801,0.9999999999999999499836626625703801633555447827944534111290918858888852246397535587825051093313216449104794872548224737244718587834,0.9999999999999999999999999999971241939546396062608448652059202594084743525517304570159963367076003320807898671266017635921929284617,0.04836697377865859662749614765947831704260254950568418601309611266333750500545812517586115107173376490763321385904363522956419768556,0.3058996013404037272354818878563898858615137250225967433852606690058510084757826519434335920437177909846991297817484035119642446014,21343.44952913879693994543190192483388196527210745644077143003237620052923169044372512083021490511844597133864853810252124410067111,0.9778999999999999914734871708787977695465087890625000000000000000000000000000000000000000000000000000000000001627876846668254623838,1.760948768030171076751088713195454040433772550564534067653079737852084617516105017671267607925097995313580062032066647981605223477e-45
5,2070665890513.41001262534674936802169509965816709554172806718391005708871923913286908823970031220937039860714597204773696854167717,0.9999999999999999330800053935972849099564750007333413849284378897277455614516190295632255361752005121015978187516253724193535730244,0.9999999999999999999999999999949272334363708795395958135025207028967744440401289660155263347062931259842360363541618435106551908161,0.06377914931978702184601102615077817576946526511323679636958010475667112556246148134857435082831032369153308305467854227569452309284,0.403374758157011571398992104871258899018566626830207079654416301528138939191182272972127889130424183923399405773184650944889421858,15721.94942360666730436324153457358094561713847915634852942259123878061523601443464748268848154350258783150409115582339138712444448,0.9778999999999999914734871708787977695465087890624999999999999999999999999999999999999999999999999999999999997813506852569888995682,4.096852676581023938630620206070569018800031709088711973948229409712866120207567914153143986921117333948704139794250475684074181369e-45
6,2395146241440.205457285424189962279590697710633417137391515638829532282572192130335600883844040629181613429587129483135904156066631,0.9999999999999999104635421840524704401980173769078390967806229734705164082611931830148177788370656552284583617009045450212708157572,0.9999999999999999999999999999910511416933693197694362831090235859784330983170529421597874166462462373121266511356101465998717661114,0.08410983192710741709296150125741318720291152593506805858181477043208573847003340602933004325915013594385474428819568745363868030042,0.531957285007217781615599708911497823502074296287288021798601308544614483694833630873713742605257810663521133634451460034999679657,11582.07609596836474486281516004415074343096444806549921931472461465007773252180399170790702500258243156575889754325389275211383557,0.9778999999999999914734871708787977695465087890624999999999999999999999999999999999999999999999999999999999999413800073268706045259,9.533018686402347300028610585945286270422291789097183392715995996086245125896668812963073840362857758831501234278131656529764196966e-45
7,2770473761202.854013109426972389683279402723375024231153773011853540377224903173403039243200826415416679564147995032491748292964149,0.9999999999999998802035576156496800705165073216202484491507790902429176952527437521083905575366142898064353435652975071216081214766,0.9999999999999999999999999999842119911083703734834860860891716026644931118790446868902285150412867047515791198534338248439147321609,0.110930904505573325753623245784726909459707142910214373668194151618492947310803723395165258155997264227547839906871840516943346459,0.7015886422804926902425338818990032429232932766661215691380682279830717024292536814999710763616774621014060858557941302616990508921,8533.047817600875441454466651209371536115256748978509804142925850636347650326033368397801627954874508468047665354498292216160656736,0.9778999999999999914734871708787977695465087890624999999999999999999999999999999999999999999999999999999999999906776217263320418241,2.218635890054083178455415256703574546621519300350222862360870069438995923815844203088310606906615142481828663414578924869713284031e-44
8,3204616373194.056412595576571343211927439735923217315573220954135642736895579788869203611393108825822751794026166433893987033102022,0.9999999999999998397168264412751349837272386164996444078957242711944155503728924085041133337249506605206144366578636473573080214427,0.9999999999999999999999999999721436900166260364219357302633849268658216019490779574843882120685980614319960309096110757532834668494,0.1463172766056917576221131111610574142525670136708996319298981336089669553934950182372697776693528930047118645213208549056829339321,0.9253917102137129585386134507845830153626827793022496462370032849349284419922349444066137380397098812361571124846491520166565680262,6287.228010447166572933049393565483868350129060604818227324376409555215663015418109796387973741763357798582975152344238841281000203,0.9778999999999999914734871708787977695465087890625000000000000000000000000000000000000000000000000000000000000347784619117871958078,5.16435580325649215963844487938609443605379037698135317064122541740495942722431918422710698909680139091885283351963430767774296312e-44
9,3706790601360.79393605712294760408159477943447413013195255768167930552606058076288880930829370980951421702396007458121933220247063,0.9999999999999997855470895902627403880804254218839414506010738441786493671198768034930660788213412406950946716625908334479788343866,0.9999999999999999999999999999508463434602427979981203195053026538718246213188576424632557395366328680905237687155497033011600322747,0.1930080657980870725758970605882214660385036788991619141431354304235331464369753785228401933227606930349721900173871055853190412312,1.220690189411198779062076644904062799937792910358768178488115910181665027075115469318544783677715557079526410137398147269538559117,4632.879841295251425445779804288911051341288460894631700392823164145694598442338197548740009287553674632541937157128492621433938221,0.9778999999999999914734871708787977695465087890624999999999999999999999999999999999999999999999999999999999999649581999854416827351,1.202319432771673900908022135137987159549235263029507446635991900708396673172203822761010270639112914160577832104987997893246239696e-43
