,A6,lam6,ns,r,eps1,eps2,eps3,alpha
0,47072.6105683423108523859567035012099,0.0449761902115191390429039481224163414,0.9867276578369967,1.229595137347463e-29,7.684969608421644e-31,0.013272342163003279,0.4133384073821859,0.9988946930204588131658403229251688157583826370815911876863499310496748764701456280925829530420823508260195120417145475771848026311
1,47072.610568342310852439970558722499186401287199623766355216503143310546875,0.044976190211519138999364737927826453729742133852050756104290485382080078125,0.9849122503050883,1.1936392261892175e-29,7.460245163682609e-31,0.015087749694911673,0.3582484609318775,0.9988946930204588131681327028326646194194713682630438258126264306249941562574751286416308172380575229488871977242960043774679584094
2,47072.610568342310852558087222316354495290433926493278704583644866943359375,0.044976190211519140387929061246135821834647977062923018820583820343017578125,0.9786913769215612,1.0773572299012189e-29,6.733482686882618e-31,0.02130862307843889,0.24098873415148817,0.9988946930204588131731456437763111128759622114055001898948165003654326655825222781104046685960718459794198254044260888491449904925
3,47072.610568342310852637833250797565990299696006695739924907684326171875,0.044976190211519140908182900845514808425852897904769633896648883819580078125,0.9752169270009157,1.0168670019717638e-29,6.355418762323524e-31,0.024783072999084294,0.20130250704480754,0.9988946930204588131765301123102450582374587952070117187504689112251431829284328190873451836971292662242012230539159468145651569171
4,47072.610568342310852642894868892031766840287412969701108522713184356689453125,0.044976190211519141109361981100709545007567107837894582189619541168212890625,0.9747430266078656,1.0088536591572474e-29,6.305335369732796e-31,0.02525697339213435,0.19674560634815585,0.9988946930204588131767449303707525633490142381604320027106386969723358078311845690587998310511714483318261624083691573333180008738
5,47072.610568342310852603638562348433903750131515744214993901550769805908203125,0.044976190211519142367231651480652561776742409143844270147383213043212890625,0.9741423056609774,9.98776191538464e-30,6.2423511971154e-31,0.025857694339022658,0.1912126215639113,0.9988946930204588131750788695425750824124468080939852069024712849330479733317013456118661905016850237297188583687715982051091570141
